article_id,primary_coder,secondary_coder,DOI,journal_name,title,wos_id
43588,NA,NA,https://doi.org/10.1016/j.jenvp.2022.101762,JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,What do people say is the most important reason to protect nature? An analysis of pro-environmental motives across 11 countries,WOS:000783018000001
34435,NA,NA,https://doi.org/10.1038/s41562-022-01334-6,NATURE HUMAN BEHAVIOUR,Distinct spatiotemporal patterns of syntactic and semantic processing in human inferior frontal gyrus,WOS:000805552000002
30708,NA,NA,https://doi.org/10.1177/09567976221074650,PSYCHOLOGICAL SCIENCE,Cultures Crossing: The Power of Habit in Delaying Gratification,WOS:000815938000001
1831,NA,NA,https://doi.org/10.1016/j.chb.2022.107619,COMPUTERS IN HUMAN BEHAVIOR,That?s interesting! The role of epistemic emotions and perceived credibility in the relation between prior beliefs and susceptibility to fake-news,WOS:000918660500001
16113,NA,NA,https://doi.org/10.1111/apps.12436,APPLIED PSYCHOLOGY-AN INTERNATIONAL REVIEW-PSYCHOLOGIE APPLIQUEE-REVUE INTERNATIONALE,Entrepreneurial orientation and decision-making under risk and uncertainty: Experimental evidence from the Columbia Card Task,WOS:000864050500001
9359,NA,NA,https://doi.org/10.1089/cyber.2022.0068,CYBERPSYCHOLOGY BEHAVIOR AND SOCIAL NETWORKING,Romance Behind the Screens: Exploring the Role of Technoference on Intimacy,WOS:000886702600001
5828,NA,NA,https://doi.org/10.1080/17437199.2022.2154242,HEALTH PSYCHOLOGY REVIEW,Practical parsimony and complexity in conceptualising habit,WOS:000897654000001
75059,NA,NA,https://doi.org/10.1007/s11469-020-00312-1,INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,Waterpipe Tobacco Smoking and Associated Risk Factors among Bangladeshi University Students: An Exploratory Pilot Study,WOS:000535670600003
595,NA,NA,https://doi.org/10.1016/j.chb.2022.107616,COMPUTERS IN HUMAN BEHAVIOR,Virtual leaders: Can customizing authoritarian and democratic business leader avatars influence altruistic behavior and leadership empowerment perceptions?,WOS:000964688400001
71176,NA,NA,https://doi.org/10.1007/s11469-021-00503-4,INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,An Identity Process Theory Account of the Impact of Boarding School on Sense of Self and Mental Health: an Interpretative Phenomenological Analysis,WOS:000626391300006
8769,NA,NA,https://doi.org/10.1111/aphw.12418,APPLIED PSYCHOLOGY-HEALTH AND WELL BEING,Reciprocal associations between peer victimization and depressive symptoms among Chinese children and adolescents: Between- and within-person effects,WOS:000887953000001
