"doi","Journal","Publication_year","Publication_year.2","statistical.analysis.and.or.simulations.2","bioinformatic.analysis","additional.comment.on.analysis","analysis_software_names","num.software.calculated","num.software_with_version","num.packages","num.packages.calculated","num.packages_with_version","CodeShared","CodeShared.2","LinktoCode","LocationShared","Repository","FreeSoftware","FreeSoftware.2","DataUsed","DataShared","DataShared.2","ExtraComments","comments_AB","comments_on_AB"
"10.1890/ES15-00266.1","ECOSPHERE",2015,"2015-2016","yes","no","NA","R and Openbugs and JAGS",3,3,"1","1","0","no","no","NA","NA","NA","yes","yes","yes","no","no","NA",NA,NA
"10.1890/14-1910.1","ECOLOGY",2015,"2015-2016","yes","no","develop/extend, run/impelement a model","R",1,0,"4","4","0","no","no","NA","NA","NA","yes","yes","yes","no","no","R and R packages versions not provided, R packages not properly cited although they claim that data have been depositet, it is only some figures on that location",NA,NA
"10.1111/mec.13296","MOLECULAR ECOLOGY",2015,"2015-2016","yes","no","develop/extend, run/impelement a model","R",1,0,"3","3","1","yes","yes","http://datadryad.org/resource/doi:10.5061/dryad.68b3g","repository","Dryad","yes","yes","no","NA","NA","NA",NA,NA
"10.1890/15-0158.1","ECOLOGY",2015,"2015-2016","yes","no","NA","Not Stated",NA,NA,"NA","NA","NA","no","no","NA","NA","NA","NA","NA","yes","no","no","NA",NA,NA
"10.1111/1365-2664.12453","JOURNAL OF APPLIED ECOLOGY",2015,"2015-2016","yes","no","develop/extend, run/impelement a model","Not Stated",NA,NA,"NA","NA","NA","no","no","NA","NA","NA","NA","NA","yes","yes","yes","NA",NA,NA
"10.1098/rspb.2015.0795","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2015,"2015-2016","yes","no","NA","Ravenpro and ImageJ and R",3,3,"1","1","0","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1111/mec.13457","MOLECULAR ECOLOGY",2015,"2015-2016","yes","yes","also phylogenetic analaysis","R and SPSS and Genemapper and Arlequin and Arlequin and Structure and Clumpp and Distruct and Baps and Distruct and Network and Diyabc",12,12,"4","4","0","no","no","NA","NA","NA","partially","yes","yes","yes","yes","NA",NA,NA
"10.1098/rspb.2015.1932","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2015,"2015-2016","yes","no","NA","R",1,1,"1","1","0","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1086/683252","AMERICAN NATURALIST",2015,"2015-2016","yes","no","NA","R and SPSS",2,1,"2","2","1","no","no","NA","NA","NA","partially","yes","yes","yes","yes","NA",NA,NA
"10.1111/1365-2745.12489","JOURNAL OF ECOLOGY",2015,"2015-2016","yes","no","NA","R",1,1,"3","3","0","no","no","NA","NA","NA","yes","yes","yes","yes","yes","R packages versions not provided",NA,NA
"10.1111/mec.13139","MOLECULAR ECOLOGY",2015,"2015-2016","yes","no","meta-analysis","Minitab",1,1,"0","0","NA","no","no","NA","NA","NA","no","no","yes","yes","yes","NA",NA,NA
"10.1890/14-2015.1","ECOLOGICAL APPLICATIONS",2015,"2015-2016","yes","no","NA","R and Arcmap and Charanalysis",3,1,"2","2","1","no","no","NA","NA","NA","yes","yes","yes","no","no","R and R package version of 1 out of 2 packages not provided, CharAnalysis seems free but coded in MATLAB, not sure",NA,NA
"10.1890/14-2111.1","ECOLOGICAL APPLICATIONS",2015,"2015-2016","yes","NA","NA","Not Stated",NA,NA,"NA","NA","NA","no","no","NA","NA","NA","NA","NA","yes","partially","yes","NA",NA,NA
"10.1098/rspb.2015.0598","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2015,"2015-2016","yes","no","NA","R and MATLAB",2,0,"2","2","0","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1890/ES15-00182.1","ECOSPHERE",2015,"2015-2016","yes","no","NA","R",1,1,"4","4","1","no","no","NA","NA","NA","yes","yes","yes","no","no","NA",NA,NA
"10.1111/1365-2435.12401","FUNCTIONAL ECOLOGY",2015,"2015-2016","yes","no","NA","Not Stated",NA,NA,"NA","NA","NA","no","no","NA","NA","NA","NA","NA","yes","yes","yes","NA",NA,NA
"10.1098/rspb.2015.0425","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2015,"2015-2016","yes","yes","bioinformatic anlaysis in R","Statistica",1,1,"0","0","NA","no","no","NA","NA","NA","no","no","yes","yes","yes","NA",NA,NA
"10.1111/mec.13479","MOLECULAR ECOLOGY",2015,"2015-2016","yes","yes","NA","Diyabc and R and Tpsdig",3,3,"4","4","0","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1111/1365-2656.12405","JOURNAL OF ANIMAL ECOLOGY",2015,"2015-2016","yes","no","NA","R and ImageJ",2,2,"1","1","1","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1038/hdy.2014.127","HEREDITY",2015,"2015-2016","yes","yes","simple statistical analysis","Sequencher and Geneious",2,2,"0","0","NA","no","no","NA","NA","NA","no","no","yes","yes","yes","NA",NA,NA
"10.1086/682068","AMERICAN NATURALIST",2015,"2015-2016","yes","no","JMP analysis is only PCA","JMP and R",2,1,"1","1","1","partially","yes","http://www.journals.uchicago.edu/doi/10.1086/682068","link in the article","NA","partially","yes","yes","yes","yes","NA",NA,NA
"10.1111/mec.13373","MOLECULAR ECOLOGY",2015,"2015-2016","yes","yes","NA","Genespring and R and Gene Ontology and Panther and Blast2go",5,2,"2","2","1","yes","yes","http://datadryad.org/resource/doi:10.5061/dryad.n14pn","repository","Dryad","yes","yes","yes","yes","yes","NA",NA,NA
"10.1111/mec.13202","MOLECULAR ECOLOGY",2015,"2015-2016","yes","yes","bioinformatic anlaysis in R, and correlations and Mann-Whitney tests","R and Genomstudio and Cri-map and Genotypechecker and Blast2go",5,5,"1","1","1","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1890/14-1985.1","ECOLOGY",2015,"2015-2016","yes","no","NA","R",1,1,"1","1","0","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1890/14-1745.1","ECOLOGICAL APPLICATIONS",2015,"2015-2016","yes","no","NA","SAS",1,1,"1","1","0","no","no","NA","NA","NA","no","no","yes","no","no","NA",NA,NA
"10.1111/mec.13465","MOLECULAR ECOLOGY",2015,"2015-2016","yes","yes","bioinformatic anlaysis in R","R and Openbugs and Diyabc",3,3,"1","1","0","yes","yes","http://onlinelibrary.wiley.com/doi/10.1111/mec.13465/full","supplementary file","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1111/1365-2656.12394","JOURNAL OF ANIMAL ECOLOGY",2015,"2015-2016","yes","no","NA","R",1,0,"4","4","0","yes","yes","http://datadryad.org/resource/doi:10.5061/dryad.58j2m","repository","Dryad","yes","yes","yes","yes","yes","inline comments are sparse",NA,NA
"10.1890/14-2259.1","ECOLOGICAL MONOGRAPHS",2015,"2015-2016","yes","no","NA","R",1,0,"3","3","0","yes","yes","https://figshare.com/articles/Supplement_1_R_code_and_data_files_used_to_train_and_evaluate_species_distribution_models_SDMs_/3569064","repository","Figshare","yes","yes","yes","yes","yes","NA",NA,NA
"10.1111/1365-2435.12588","FUNCTIONAL ECOLOGY",2015,"2015-2016","yes","no","NA","R and SPSS",2,1,"1","1","1","no","no","NA","NA","NA","partially","yes","yes","yes","yes","NA",NA,NA
"10.1890/ES14-00440.1","ECOSPHERE",2015,"2015-2016","yes","no","NA","R",1,1,"1","1","1","no","no","NA","NA","NA","yes","yes","yes","no","no","NA",NA,NA
"10.1111/1365-2656.12343","JOURNAL OF ANIMAL ECOLOGY",2015,"2015-2016","yes","no","NA","SPSS Amos",1,0,"0","0","NA","no","no","NA","NA","NA","no","no","yes","no","no","NA",NA,NA
"10.1890/14-2359.1","ECOLOGY",2015,"2015-2016","yes","yes","NA","R",1,1,"1","2","0","no","no","NA","NA","NA","yes","yes","yes","no","no","NA",NA,NA
"10.1890/14-1463.1","ECOLOGICAL APPLICATIONS",2015,"2015-2016","yes","no","NA","R",1,1,"0","0","NA","yes","yes","http://datadryad.org/resource/doi:10.5061/dryad.5c1g6","repository","Dryad","yes","yes","yes","yes","yes","NA",NA,NA
"10.1111/2041-210X.12368","METHODS IN ECOLOGY AND EVOLUTION",2015,"2015-2016","yes","no","develop/extend, run/impelement a model","R",1,0,"1","1","0","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1098/rspb.2015.1921","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2015,"2015-2016","yes","yes","NA","R and Syrinx",2,2,"2","2","0","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1111/1365-2435.12590","FUNCTIONAL ECOLOGY",2015,"2015-2016","yes","no","NA","R",1,0,"0","0","NA","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1098/rspb.2015.2109","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2015,"2015-2016","yes","no","develop/extend, run/impelement a model","R",1,0,"0","0","NA","partially","yes","https://royalsocietypublishing.org/doi/suppl/10.1098/rspb.2015.2109","supplementary file","NA","yes","yes","yes","yes","yes","IBM simulations accesible, calf survival not",NA,NA
"10.1890/14-1323.1","ECOLOGICAL APPLICATIONS",2015,"2015-2016","yes","no","calibrate a model","Not Stated",NA,NA,"NA","NA","NA","no","no","NA","NA","NA","NA","NA","yes","yes","yes","NA",NA,NA
"10.1111/2041-210X.12380","METHODS IN ECOLOGY AND EVOLUTION",2015,"2015-2016","yes","no","develop/extend, run/impelement a model","Not Stated",NA,NA,"NA","NA","NA","no","no","NA","NA","NA","NA","NA","no","NA","NA","NA",NA,NA
"10.1098/rspb.2015.0837","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2015,"2015-2016","yes","no","NA","R and Fortran",2,2,"2","2","2","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1086/683119","AMERICAN NATURALIST",2015,"2015-2016","yes","no","develop/extend, run/impelement a model","MATLAB",1,1,"0","0","NA","yes","yes","http://www.journals.uchicago.edu/doi/suppl/10.1086/683119","supplementary file","NA","no","no","no","NA","NA","NA",NA,NA
"10.1890/ES15-00174.1","ECOSPHERE",2015,"2015-2016","yes","no","NA","R and Arcgis",2,0,"2","2","0","no","no","NA","NA","NA","yes","yes","yes","no","no","NA",NA,NA
"10.1098/rspb.2015.1617","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2015,"2015-2016","yes","no","NA","Leica Application Suite and R",2,2,"0","0","NA","no","no","NA","NA","NA","yes","yes","yes","yes","yes","R not properly cited, R package used for the mixed models not mentioned, and also of course not cited and versions unknown",NA,NA
"10.1098/rspb.2015.0237","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2015,"2015-2016","yes","no","NA","Not Stated",NA,NA,"NA","NA","NA","no","no","NA","NA","NA","NA","NA","yes","yes","yes","NA",NA,NA
"10.1890/14-1283.1","ECOLOGICAL APPLICATIONS",2015,"2015-2016","yes","no","NA","STATA and Quantum Gis",2,1,"0","0","NA","no","no","NA","NA","NA","no","no","yes","no","no","NA",NA,NA
"10.1111/1365-2656.12445","JOURNAL OF ANIMAL ECOLOGY",2015,"2015-2016","yes","no","NA","R",1,0,"0","0","NA","no","no","NA","NA","NA","yes","yes","yes","yes","yes","R version not provided",NA,NA
"10.1098/rspb.2015.1742","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2015,"2015-2016","yes","no","NA","R",1,1,"0","0","NA","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1890/14-1664.1","ECOLOGICAL APPLICATIONS",2015,"2015-2016","yes","no","NA","R",1,0,"1","1","0","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1098/rspb.2015.1473","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2015,"2015-2016","yes","no","NA","R",1,0,"1","1","0","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1111/mec.13363","MOLECULAR ECOLOGY",2015,"2015-2016","yes","yes","NA","R",1,1,"2","2","1","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1890/14-0834.1","ECOLOGY",2015,"2015-2016","yes","no","NA","R",1,0,"0","0","NA","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1111/1365-2745.12475","JOURNAL OF ECOLOGY",2015,"2015-2016","yes","no","NA","R and Hytools and Ylocom",3,1,"3","3","0","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1111/1365-2435.12573","FUNCTIONAL ECOLOGY",2015,"2015-2016","yes","no","NA","Gap and JMP",2,1,"0","0","NA","no","no","NA","NA","NA","no","no","yes","yes","yes","NA","publication year 2015",NA
"10.1111/mec.13353","MOLECULAR ECOLOGY",2015,"2015-2016","yes","yes","Script to download RNA-seq data, map sequences with Bowtie and assemble them with cufflinks (used to generate annotation), ANOVAs, PCAs, chi-squared","R and Augustus and Interproscan",3,2,"6","6","6","partially","yes","https://doi.org/10.5061/dryad.hv333","repository","Dryad","yes","yes","yes","yes","yes","I could not find the R script, there is a tar.gz files that after extracting I can only see data in them, so not sure whether r script were provided or I can simply not find them. Most of it seems to be in shell",NA,NA
"10.1890/14-1482.1","ECOLOGY",2015,"2015-2016","yes","no","NA","R",1,1,"1","1","0","no","no","NA","NA","NA","yes","yes","yes","no","no","NA",NA,NA
"10.1111/1365-2664.12542","JOURNAL OF APPLIED ECOLOGY",2015,"2015-2016","yes","no","NA","R and JAGS",2,0,"1","1","0","yes","yes","http://onlinelibrary.wiley.com/doi/10.1111/1365-2664.12542/full","supplementary file","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1111/2041-210X.12427","METHODS IN ECOLOGY AND EVOLUTION",2015,"2015-2016","yes","no","NA","Saga and R",2,0,"2","2","1","yes","yes","http://datadryad.org/resource/doi:10.5061/dryad.43md3","repository","Dryad","yes","yes","yes","yes","yes","NA",NA,NA
