id,authors,title,keywords,pubMonth,pubYear,volume,firstPage,lastPage,doi
CoRFV,"Carroll, CD; Kemp, C",Evaluating the inverse reasoning account of object discovery,Object discovery; Inverse reasoning; Bayesian inference; Physical reasoning,JUN,2015,139,130,153,http://doi.org/10.1016/j.cognition.2015.03.003
uPShF,"Kubanek, J; Snyder, LH; Abrams, RA",Reward and punishment act as distinct factors in guiding behavior,Instrumental (operant) behavior; Law of effect; Reinforcement; Penalty; Gain; Loss,JUN,2015,139,154,167,http://doi.org/10.1016/j.cognition.2015.03.005
AfMSi,"Millroth, P; Juslin, P",Prospect evaluation as a function of numeracy and probability denominator,Numeracy; Cumulative prospect theory; Probability; Relative frequencies,MAY,2015,138,1,9,http://doi.org/10.1016/j.cognition.2015.01.014
nhpcM,"Wojcik, EH; Saffran, JR",Toddlers encode similarities among novel words from meaningful sentences,Word learning; Lexical development; Syntactic bootstrapping; Semantic networks,MAY,2015,138,10,20,http://doi.org/10.1016/j.cognition.2015.01.015
GYZpM,"Bradford, EEF; Jentzsch, I; Gomez, JC",From self to social cognition: Theory of Mind mechanisms and their relation to Executive Functioning,Theory of Mind; False belief; Belief attribution; Social cognition,MAY,2015,138,21,34,http://doi.org/10.1016/j.cognition.2015.02.001
BHFWq,"Garvin, LE; Woodward, AL",Verbal framing of statistical evidence drives children's preference inferences,Statistical reasoning; Theory of mind; Preferences; Bayesian reasoning; Conceptual development; Social cognitive development,MAY,2015,138,35,48,http://doi.org/10.1016/j.cognition.2015.01.011
JwMSR,"Tang, RX; Whitwell, RL; Goodale, MA","The influence of visual feedback from the recent past on the programming of grip aperture is grasp-specific, shared between hands, and mediated by sensorimotor memory not task set",Grasping; Visual feedback; Motor control; Sensorimotor memory; Motor memory; Trial history,MAY,2015,138,49,63,http://doi.org/10.1016/j.cognition.2015.01.012
tEWYW,"Verschoor, SA; Paulus, M; Spape, M; Biro, S; Hommel, B",The developing cognitive substrate of sequential action control in 9-to 12-month-olds: Evidence for concurrent activation models,Ideomotor action; Action control; Sequential action; Cognitive development; Eye tracking; Pupillometry,MAY,2015,138,64,78,http://doi.org/10.1016/j.cognition.2015.01.005
NrnMv,"Kushnir, T; Gopnik, A; Chernyak, N; Seiver, E; Wellman, HM",Developing intuitions about free will between ages four and six,Cognitive development; Free will; Agency; Social cognition; Theory of mind; Counterfactual reasoning,MAY,2015,138,79,101,http://doi.org/10.1016/j.cognition.2015.01.003
gaIBC,"Odic, D; Le Corre, M; Halberda, J",Children's mappings between number words and the approximate number system,Acquisition of number; Natural numbers; Approximate number system; Cardinality principle,MAY,2015,138,102,121,http://doi.org/10.1016/j.cognition.2015.01.008
xrVsp,"Karsh, N; Eitam, B",I control therefore I do: Judgments of agency influence action selection,Agency; Control; Reward; Action selection; Motivation,MAY,2015,138,122,131,http://doi.org/10.1016/j.cognition.2015.02.002
BpBHQ,"Intraub, H; Morelli, F; Gagnier, KM","Visual, haptic and bimodal scene perception: Evidence for a unitary representation",Scene representation; Spatial memory; Multisensory (visual and haptic); Cross-modal representation; Boundary extension,MAY,2015,138,132,147,http://doi.org/10.1016/j.cognition.2015.01.010
WBLAf,"Thelen, A; Talsma, D; Murray, MM",Single-trial multisensory memories affect later auditory and visual object discrimination,Multisensory; Auditory; Visual; Object recognition; Implicit; Memory,MAY,2015,138,148,160,http://doi.org/10.1016/j.cognition.2015.02.003
CHDsX,"Turri, A; Turri, J",The truth about lying,Lying; Deception; Social cognition,MAY,2015,138,161,168,http://doi.org/10.1016/j.cognition.2015.01.007
Sdfss,"Hart, W; Tullett, AM; Shreves, WB; Fetterman, Z","Fueling doubt and openness: Experiencing the unconscious, constructed nature of perception induces uncertainty and openness to change",Cognition; Confidence; Judgment and decision making; Naive realism,APR,2015,137,1,8,http://doi.org/10.1016/j.cognition.2014.12.003
cOKyU,"Bulthoff, I; Newell, FN",Distinctive voices enhance the visual recognition of unfamiliar faces,Face recognition; Multisensory; Distinctiveness; Voices; Audio-visual,APR,2015,137,9,21,http://doi.org/10.1016/j.cognition.2014.12.006
QItrC,"Barrouillet, P; Gauffroy, C",Probability in reasoning: A developmental test on conditionals,Reasoning; Conditional; Development of reasoning; Mental models; Probabilities,APR,2015,137,22,39,http://doi.org/10.1016/j.cognition.2014.12.002
Wbnqn,"Vega-Mendoza, M; West, H; Sorace, A; Bak, TH","The impact of late, non-balanced bilingualism on cognitive performance",Bilingualism; Attention; Cognitive functions,APR,2015,137,40,46,http://doi.org/10.1016/j.cognition.2014.12.008
sizeG,"Tatone, D; Geraci, A; Csibra, G",Giving and taking: Representational building blocks of active resource-transfer events in human infants,Infancy; Action schema; Resource transfer; Giving action; Reciprocity,APR,2015,137,47,62,http://doi.org/10.1016/j.cognition.2014.12.007
pcvpW,"Langus, A; Saksida, A; Braida, D; Martucci, R; Sala, M; Nespor, M",Spontaneous object and movement representations in 4-month-old human infants and albino Swiss mice,Object/movement representations; Development; Visual representations; Infants; Mice,APR,2015,137,63,71,http://doi.org/10.1016/j.cognition.2014.12.010
TlhWh,"Doherty, MJ; McIntyre, AH; Langton, SRH",Developmentally distinct gaze processing systems: Luminance versus geometric cues,Gaze processing; Child development; Luminance gaze cues; Geometrical gaze cues; Theory of mind,APR,2015,137,72,80,http://doi.org/10.1016/j.cognition.2015.01.001
MUXgG,"Carey, D; Rosen, S; Krishnan, S; Pearce, MT; Shepherd, A; Aydelott, J; Dick, F",Generality and specificity in the effects of musical expertise on perception and cognition,Expertise; Musicians; Perception; Cognition; Generalization,APR,2015,137,81,105,http://doi.org/10.1016/j.cognition.2014.12.005
bRQBz,"Kreiner, H; Degani, T",Tip-of-the-tongue in a second language: The effects of brief first-language exposure and long-term use,Bilingualism; Tip-of-the-tongue; Cross-language influences; Language production; Lexical access,APR,2015,137,106,114,http://doi.org/10.1016/j.cognition.2014.12.011
odxXF,"Ratclifff, R; Thompson, CA; McKoon, G",Modeling individual differences in response time and accuracy in numeracy,Diffusion model; Response time and accuracy; Numeracy; Number ability; Individual differences,APR,2015,137,115,136,http://doi.org/10.1016/j.cognition.2014.12.004
xKnDK,"Goldwater, MB; Gentner, D",On the acquisition of abstract knowledge: Structural alignment and explication in learning causal system categories,Analogy; Causal learning; Categorization; Education,APR,2015,137,137,153,http://doi.org/10.1016/j.cognition.2014.12.001
ViLyM,"Snapper, L; Oranc, C; Hawley-Dolan, A; Nissel, J; Winner, E",Your kid could not have done that: Even untutored observers can discern intentionality and structure in abstract expressionist art,Art; Intentionality; Skill; Structure,APR,2015,137,154,165,http://doi.org/10.1016/j.cognition.2014.12.009
sOdMc,"Declerck, M; Philipp, AM",A sentence to remember: Instructed language switching in sentence production,Language switching; Sentence production; Bilingual language control,APR,2015,137,166,173,http://doi.org/10.1016/j.cognition.2015.01.006
vgfos,"McLean, C; Want, SC; Dyson, BJ","The role of similarity, sound and awareness in the appreciation of visual artwork via motor simulation",Embodied cognition; Motor action; Artwork; Congruency; Expertise; Awareness,APR,2015,137,174,181,http://doi.org/10.1016/j.cognition.2015.01.002
EEnuk,"Stephens, EC; Koenig, MA",Varieties of testimony: Children's selective learning in semantic versus episodic domains,Selective learning; Trust; Testimony; Errors,APR,2015,137,182,188,http://doi.org/10.1016/j.cognition.2015.01.004
vUJmP,"Van Ede, F; van Doren, TI; Damhuis, J; de Lange, FP; Maris, E",Movement preparation improves touch perception without awareness,Movement; Preparation; Touch; Somatosensory; Attention; Awareness,APR,2015,137,189,195,http://doi.org/10.1016/j.cognition.2015.01.009
NDFJK,"Kominsky, JF; Phillips, J; Gerstenberg, T; Lagnado, D; Knobe, J",Causal superseding,Causal reasoning; Counterfactuals; Morality; Superseding,APR,2015,137,196,209,http://doi.org/10.1016/j.cognition.2015.01.013
MbqHE,"Kenward, B; Hellmer, K; Winter, LS; Eriksson, M",Four-year-olds' strategic allocation of resources: Attempts to elicit reciprocation correlate negatively with spontaneous helping,Prosocial behaviour; Self-interested social behaviour; Resource distribution; Helping; Preschoolers,MAR,2015,136,1,8,http://doi.org/10.1016/j.cognition.2014.11.035
fmtNr,"Golan, H; Ert, E",Pricing decisions from experience: The roles of information-acquisition and response modes,Description-experience gap; Preference reversal; Choice; Pricing; Risk; Search,MAR,2015,136,9,13,http://doi.org/10.1016/j.cognition.2014.11.008
laLBJ,"Baker, LJ; Levin, DT",The role of relational triggers in event perception,Event perception; Change detection; Film perception; Working memory; Spatial cognition,MAR,2015,136,14,29,http://doi.org/10.1016/j.cognition.2014.11.030
xGatJ,"Chakroff, A; Young, L","Harmful situations, impure people: An attribution asymmetry across moral domains",Morality; Moral psychology; Moral foundation theory; Attribution theory; Action explanation; Social cognition,MAR,2015,136,30,37,http://doi.org/10.1016/j.cognition.2014.11.034
RnVPE,"Haering, C; Kiesel, A",Was it me when it happened too early? Experience of delayed effects shapes sense of agency,Sense of agency; Causality; Action effect delay; Temporal deviation,MAR,2015,136,38,42,http://doi.org/10.1016/j.cognition.2014.11.012
FAQxR,"Griffiths, TL",Revealing ontological commitments by magic,Magic; Ontological commitments; Predicability; Hierarchies; Coincidences,MAR,2015,136,43,48,http://doi.org/10.1016/j.cognition.2014.10.019
srDXu,"Cohen, AS; Sasaki, JY; German, TC",Specialized mechanisms for theory of mind: Are mental representations special because they are mental or because they are representations?,Theory of mind; Domain-specific; Functional specialization; Belief reasoning; Linguistic representation; Metarepresentation,MAR,2015,136,49,63,http://doi.org/10.1016/j.cognition.2014.11.016
GlktW,"Peeters, D; Hagoort, P; Ozyurek, A",Electrophysiological evidence for the role of shared space in online comprehension of spatial demonstratives,Multimodal reference; Social space; Spatial deixis; Demonstratives; ERPs,MAR,2015,136,64,84,http://doi.org/10.1016/j.cognition.2014.10.010
eyAKZ,"Lowder, MW; Gordon, PC",Natural forces as agents: Reconceptualizing the animate-inanimate distinction,Animacy; Agency; Natural forces; Sentence complexity; Relative clauses; Eye movements,MAR,2015,136,85,90,http://doi.org/10.1016/j.cognition.2014.11.021
udqsn,"Schulze, C; Tomasello, M",18-month-olds comprehend indirect communicative acts,Relevance inference; Intention-reading; Social understanding; Early communication; Gesture comprehension; Infant cognition,MAR,2015,136,91,98,http://doi.org/10.1016/j.cognition.2014.11.036
hTAFE,"Wasserman, EA; Brooks, DI; McMurray, B",Pigeons acquire multiple categories in parallel via associative learning: A parallel to human word learning?,Animal behavior; Associative learning; Categorization; Language; Word learning; Comparative cognition,MAR,2015,136,99,122,http://doi.org/10.1016/j.cognition.2014.11.020
RjZok,"Lassiter, D; Goodman, ND","How many kinds of reasoning? Inference, probability, and natural language semantics",Reasoning; Induction; Deduction; Probabilistic model; Natural language semantics,MAR,2015,136,123,134,http://doi.org/10.1016/j.cognition.2014.10.016
RdfNK,"Brothers, T; Swaab, TY; Traxler, MJ",Effects of prediction and contextual support on lexical processing: Prediction takes precedence,Prediction; N250; N400; Sentence processing; Event-related potentials,MAR,2015,136,135,149,http://doi.org/10.1016/j.cognition.2014.10.017
YqvBr,"Moeller, K; Shaki, S; Gobel, SM; Nuerk, HC",Language influences number processing - A quadrilingual study,Number processing; Language differences; Magnitude comparison; Number word inversion,MAR,2015,136,150,155,http://doi.org/10.1016/j.cognition.2014.11.003
YhJWP,"Matusz, PJ; Broadbent, H; Ferrari, J; Forrest, B; Merkley, R; Scerif, G",Multi-modal distraction: Insights from children's limited attention,Children; Selective attention; Attention development; Multisensory; Cross-modal,MAR,2015,136,156,165,http://doi.org/10.1016/j.cognition.2014.11.031
zfCkB,"Thompson, GB; Fletcher-Flinn, CM; Wilson, KJ; McKay, MF; Margrain, VG",Learning with sublexical information from emerging reading vocabularies in exceptionally early and normal reading development,Reading development; Early readers; Phoneme awareness; Letter-sound knowledge; Lexical orthography; Reading speed,MAR,2015,136,166,185,http://doi.org/10.1016/j.cognition.2014.11.032
wfMNe,"Bankieris, K; Simner, J",What is the link between synaesthesia and sound symbolism?,Sound symbolism; Iconicity; Synaesthesia; Synesthesia; Mechanical Turk; MTurk,MAR,2015,136,186,195,http://doi.org/10.1016/j.cognition.2014.11.013
gIiDi,"Chang, F; Choi, Y; Ko, Y",Why loose rings can be tight: The role of learned object knowledge in the development of Korean spatial fit terms,Spatial relations; Korean; Language development; Cognitive development; Fit; Object knowledge,MAR,2015,136,196,203,http://doi.org/10.1016/j.cognition.2014.11.002
PfJpn,"Feiman, R; Carey, S; Cushman, F",Infants' representations of others' goals: Representing approach over avoidance,Goal attribution; Theory of mind; Negativity bias; Omission effect; Infant cognition,MAR,2015,136,204,214,http://doi.org/10.1016/j.cognition.2014.10.007
XdTQR,"Futrell, R; Hickey, T; Lee, A; Lim, E; Luchkina, E; Gibson, E","Cross-linguistic gestures reflect typological universals: A subject-initial, verb-final bias in speakers of diverse languages",Psycholinguistics; Language universals; Language typology; Word order; Gesture; Animacy,MAR,2015,136,215,221,http://doi.org/10.1016/j.cognition.2014.11.022
YXtOR,"Chen, LJ; Yang, YF","Emphasizing the only character: Emphasis, attention and contrast","Emphasis; Attention allocation; Contrast; Focus; ""Shi""; Eye movement",MAR,2015,136,222,227,http://doi.org/10.1016/j.cognition.2014.11.015
UzqhR,"Scholz, A; von Helversen, B; Rieskamp, J",Eye movements reveal memory processes during similarity- and rule-based decision making,Similarity; Eye movements; Process tracing; Looking-at-nothing; Multi-cue decision making; Episodic memory,MAR,2015,136,228,246,http://doi.org/10.1016/j.cognition.2014.11.019
KRFlp,"Kempe, V; Gauvrit, N; Forsyth, D",Structure emerges faster during cultural transmission in children than in adults,Cultural transmission; Iterated learning; Serial reproduction; Random dot patterns; Children; Algorithmic complexity,MAR,2015,136,247,254,http://doi.org/10.1016/j.cognition.2014.11.038
wapZZ,"Cai, ZGG; Pickering, MJ; Wang, RM; Branigan, HP",It is there whether you hear it or not: Syntactic representation of missing arguments,Language processing; Mental representation; Ellipsis; Argument structure; Structural priming; Chinese,MAR,2015,136,255,267,http://doi.org/10.1016/j.cognition.2014.11.017
DntUn,"Cai, ZGG; Connell, L",Space-time interdependence: Evidence against asymmetric mapping between time and space,Time; Space; Representation; Haptic perception; Visual perception; Metaphor,MAR,2015,136,268,281,http://doi.org/10.1016/j.cognition.2014.11.039
OYDce,"Juslin, P; Lindskog, M; Mayerhofer, B",Is there something special with probabilities? - Insight vs. computational ability in multiple risk combination,Risk integration; Probability reasoning; Multiple-cue judgment,MAR,2015,136,282,303,http://doi.org/10.1016/j.cognition.2014.11.041
qdzTt,"Sjerps, MJ; Meyer, AS",Variation in dual-task performance reveals late initiation of speech planning in turn-taking,Dual-task; Turn-taking; Speech production; Speech perception; Eye-tracking,MAR,2015,136,304,324,http://doi.org/10.1016/j.cognition.2014.10.008
uqXzP,"Kandel, S; Perret, C",How does the interaction between spelling and motor processes build up during writing acquisition?,Handwriting; Spelling; Motor production; Children; Cascade,MAR,2015,136,325,336,http://doi.org/10.1016/j.cognition.2014.11.014
rVsFO,"Scoboria, A; Talarico, JM; Pascal, L",Metamemory appraisals in autobiographical event recall,Event memory; Recollection; Autobiographical belief; Confidence; Accuracy; Metamemory,MAR,2015,136,337,349,http://doi.org/10.1016/j.cognition.2014.11.028
PScpO,"Hirose, Y; Mazuka, R",Predictive processing of novel compounds: Evidence from Japanese,Compound; Japanese; Compound Accent Rule; Anticipatory processing,MAR,2015,136,350,358,http://doi.org/10.1016/j.cognition.2014.11.033
iacnO,"Gobel, MS; Kim, HS; Richardson, DC",The dual function of social gaze,Eye movements; Face perception; Eye tracking; Social interaction; Social status,MAR,2015,136,359,364,http://doi.org/10.1016/j.cognition.2014.11.040
lRoRe,"Zosh, JM; Feigenson, L",Array heterogeneity prevents catastrophic forgetting in infants,Working memory; Objects; Development; Infants; Heterogeneity,MAR,2015,136,365,380,http://doi.org/10.1016/j.cognition.2014.11.042
RAzBq,"Goldin-Meadow, S; Brentari, D; Coppola, M; Horton, L; Senghas, A","Watching language grow in the manual modality: Nominals, predicates, and handshapes",Classifiers; Morphology; Handshape; Homesign; Nicaraguan Sign Language; Sign language,MAR,2015,136,381,395,http://doi.org/10.1016/j.cognition.2014.11.029
oEcbF,"Slepian, ML",Disentangling multimodal processes in social categorization,Metaphor; Grounded cognition; Social cognition; Social categorization,MAR,2015,136,396,402,http://doi.org/10.1016/j.cognition.2014.11.007
tzfuz,"Van Belle, G; Lefevre, P; Rossion, B",Face inversion and acquired prosopagnosia reduce the size of the perceptual field of view,Face perception; Gaze-contingency; Field of view; Inversion; Prosopagnosia; Eye movements,MAR,2015,136,403,408,http://doi.org/10.1016/j.cognition.2014.11.037
MifqO,"Firestone, C; Scholl, BJ",Enhanced visual awareness for morality and pajamas? Perception vs. memory in 'top-down' effects,Perception; Memory; Morality; Modularity; Top-down effects; Cognitive penetrability,MAR,2015,136,409,416,http://doi.org/10.1016/j.cognition.2014.10.014
zlGVv,"Priva, UC; Austerweil, JL",Analyzing the history of Cognition using Topic Models,History of science; Topic Models; Framing topics,FEB,2015,135,4,9,http://doi.org/10.1016/j.cognition.2014.11.006
TYcce,"Griffiths, TL",Manifesto for a new (computational) cognitive revolution,Computational modeling; Big data; Crowdsourcing,FEB,2015,135,21,23,http://doi.org/10.1016/j.cognition.2014.11.026
DqNXf,"Goldstone, RL; de Leeuw, JR; Landy, DH",Fitting perception in and to cognition,Perceptual learning; Categorical perception; Modularity; Cognitive penetrability; Cognition; Perception,FEB,2015,135,24,29,http://doi.org/10.1016/j.cognition.2014.11.027
KfQGx,"Bartels, DM; Johnson, EJ",Connecting cognition and consumer choice,Consumer behavior; Decision making; Judgment; Learning; Mental representation; Context effects,FEB,2015,135,47,51,http://doi.org/10.1016/j.cognition.2014.11.024
wJwwf,"Busemeyer, JR",Cognitive science contributions to decision science,Utility theory; Prospect theory; Heuristics; Sequential sampling models,FEB,2015,135,43,46,http://doi.org/10.1016/j.cognition.2014.11.010
qHPXp,"McAuliffe, K; Jordan, JJ; Warneken, F",Costly third-party punishment in young children,Third-party punishment; Cooperation; Inequity aversion; Fairness; Social cognition,JAN,2015,134,1,10,http://doi.org/10.1016/j.cognition.2014.08.013
pvwiW,"Diesendruck, G; Perez, R",Toys are me: Children's extension of self to objects,Self; Objects; Value; Contagion; Development,JAN,2015,134,11,20,http://doi.org/10.1016/j.cognition.2014.09.010
lIMPt,"Koriat, A; Sorka, H",The construction of categorization judgments: Using subjective confidence and response latency to test a distributed model,Categorization; Subjective confidence; Response latency; Consensus; Self-consistency,JAN,2015,134,21,38,http://doi.org/10.1016/j.cognition.2014.09.009
dlHGQ,"Capizzi, M; Correa, A; Wojtowicz, A; Rafal, RD",Foreperiod priming in temporal preparation: Testing current models of sequential effects,Time; Foreperiod; Trace-conditioning; Dual-process; Non-aging distribution; Catch trials,JAN,2015,134,39,49,http://doi.org/10.1016/j.cognition.2014.09.002
PQpBD,"Fini, C; Brass, M; Committeri, G",Social scaling of extrapersonal space: Target objects are judged as closer when the reference frame is a human agent with available movement potentialities,Reference frames; Allocentric; Body; Motor potentialities; Virtual reality; Ecological validity,JAN,2015,134,50,56,http://doi.org/10.1016/j.cognition.2014.08.014
PNcmz,"Reuss, H; Kiesel, A; Kunde, W",Adjustments of response speed and accuracy to unconscious cues,Speed-accuracy setting; Masked priming; Consciousness; Cognitive control,JAN,2015,134,57,62,http://doi.org/10.1016/j.cognition.2014.09.005
UzDIz,"Lindeman, M; Svedholm-Hakkinen, AM; Lipsanen, J","Ontological confusions but not mentalizing abilities predict religious belief, paranormal belief, and belief in supernatural purpose",Supernatural; Paranormal; Mentalizing; Empathy; Promiscuous teleology; Ontological confusions,JAN,2015,134,63,76,http://doi.org/10.1016/j.cognition.2014.09.008
khoLc,"Schmidt, AF; Kistemaker, LM",The sexualized-body-inversion hypothesis revisited: Valid indicator of sexual objectification or methodological artifact?,Sexual objectification; Person perception; Object perception; Body-inversion effect; Artifact,JAN,2015,134,77,84,http://doi.org/10.1016/j.cognition.2014.09.003
arjKZ,"Kapnoula, EC; Packard, S; Gupta, P; McMurray, B",Immediate lexical integration of novel word forms,Word learning; Lexical engagement; Inter-lexical inhibition; Spoken word recognition; Eye-tracking; Visual world paradigm,JAN,2015,134,85,99,http://doi.org/10.1016/j.cognition.2014.09.007
MSqaT,"Myllyneva, A; Hietanen, JK",There is more to eye contact than meets the eye,Gaze direction; Mental attributions; Psychophysiology; Eye contact,JAN,2015,134,100,109,http://doi.org/10.1016/j.cognition.2014.09.011
utbJY,"Radel, R; Davranche, K; Fournier, M; Dietrich, A",The role of (dis)inhibition in creativity: Decreased inhibition improves idea generation,Creativity; Inhibition; Cognitive control; Hypofrontality; Semantic priming,JAN,2015,134,110,120,http://doi.org/10.1016/j.cognition.2014.09.001
BHxXn,"Duke, AA; Begue, L",The drunk utilitarian: Blood alcohol concentration predicts utilitarian responses in moral dilemmas,Utilitarian; Moral dilemma; Moral judgment; Alcohol intoxication; Ethanol; Dual-process model,JAN,2015,134,121,127,http://doi.org/10.1016/j.cognition.2014.09.006
ORvcy,"Jung, WP; Kahrs, BA; Lockman, JJ","Manual action, fitting, and spatial planning: Relating objects by young children",Object manipulation; Planning; Spatial ability; Fitting; Mental rotation,JAN,2015,134,128,139,http://doi.org/10.1016/j.cognition.2014.09.004
JASoo,"Reyes-Jaquez, B; Echols, CH",Playing by the rules: Self-interest information influences children's trust and trustworthiness in the absence of feedback,Inferential reasoning; Motivation; Decision-making; Cooperation; Deception,JAN,2015,134,140,154,http://doi.org/10.1016/j.cognition.2014.10.002
VvDXv,"Caparos, S; Fortier-St-Pierre, S; Gosselin, J; Blanchette, I; Brisson, B","The tree to the left, the forest to the right: Political attitude and perceptual bias",Political attitudes; Cognitive rigidity; Visual perception; Local/global bias; Navon; Ebbinghaus illusion,JAN,2015,134,155,164,http://doi.org/10.1016/j.cognition.2014.10.006
wUrNc,"Helton, WS; Russell, PN",Rest is best: The role of rest and task interruptions on vigilance,Attention; Spatial working memory; Sustained attention; Verbal working memory; Vigilance; Working memory,JAN,2015,134,165,173,http://doi.org/10.1016/j.cognition.2014.10.001
GZBWu,"Andres, M; Finocchiaro, C; Buiatti, M; Piazza, M",Contribution of motor representations to action verb processing,Language; Body; Concept; Embodied cognition; Sensorimotor; Dual task,JAN,2015,134,174,184,http://doi.org/10.1016/j.cognition.2014.10.004
AghMR,"Pitts, CE; Onishi, KH; Vouloumanos, A",Who can communicate with whom? Language experience affects infants' evaluation of others as monolingual or multilingual,Communication; Cognitive development; Language; Pragmatics; Multilingualism,JAN,2015,134,185,192,http://doi.org/10.1016/j.cognition.2014.10.003
pbINV,"Kahane, G; Everett, JAC; Earp, BD; Farias, M; Savulescu, J",Utilitarian' judgments in sacrificial moral dilemmas do not reflect impartial concern for the greater good,Moral judgment; Moral dilemmas; Utilitarianism; Psychopathy; Altruism; Impartiality,JAN,2015,134,193,209,http://doi.org/10.1016/j.cognition.2014.10.005
gcQkM,"Landrum, AR; Mills, CM",Developing expectations regarding the boundaries of expertise,Evaluating expertise; Theory of mind; Epistemic trust; Children; Development,JAN,2015,134,215,231,http://doi.org/10.1016/j.cognition.2014.10.013
TcZFo,"Iversen, JR; Patel, AD; Nicodemus, B; Emmorey, K",Synchronization to auditory and visual rhythms in hearing and deaf individuals,Timing; Synchronization; Audition; Vision; Deafness,JAN,2015,134,232,244,http://doi.org/10.1016/j.cognition.2014.10.018
cVRZK,"Pye, A; Bestelmeyer, PEG",Evidence for a supra-modal representation of emotion from cross-modal adaptation,Supra-modal representation; Cross-modal; Adaptation; Emotion; Voice,JAN,2015,134,245,251,http://doi.org/10.1016/j.cognition.2014.11.001
dDgSh,"Tsuji, S; Mazuka, R; Cristia, A; Fikkert, P","Even at 4 months, a labial is a good enough coronal, but not vice versa",Infant; Language acquisition; Speech perception; Perceptual asymmetry; Cross-linguistic comparison,JAN,2015,134,252,256,http://doi.org/10.1016/j.cognition.2014.10.009
gcwkF,"Shidlovski, D; Schul, Y; Mayo, R","If I imagine it, then it happened: The Implicit Truth Value of imaginary representations",Imagination; Truth value; Autobiographical implicit association test,DEC,2014,133,517,529,http://doi.org/10.1016/j.cognition.2014.08.005
poQZj,"Monaghan, P",Age of acquisition predicts rate of lexical evolution,Language acquisition; Language evolution; Age of acquisition; Communication origins; Vocabulary structure,DEC,2014,133,530,534,http://doi.org/10.1016/j.cognition.2014.08.007
DoDsH,"Guerra, E; Knoeferle, P",Spatial distance effects on incremental semantic interpretation of abstract sentences: Evidence from eye tracking,Abstract sentences; Spatial distance; Visual context; Reading; Eye tracking,DEC,2014,133,535,552,http://doi.org/10.1016/j.cognition.2014.07.007
xGzbQ,"Mou, WM; Zhang, L",Dissociating position and heading estimations: Rotated visual orientation cues perceived after walking reset headings but not positions,Position estimation; Heading estimation; Path integration; Reference direction; Idiothetic cues; Allothetic cues,DEC,2014,133,553,571,http://doi.org/10.1016/j.cognition.2014.08.010
SUllw,"Swami, V; Voracek, M; Stieger, S; Tran, US; Furnham, A",Analytic thinking reduces belief in conspiracy theories,Conspiracy theories; Analytic thinking; Experiential thinking; Open-mindedness; Thinking dispositions,DEC,2014,133,572,585,http://doi.org/10.1016/j.cognition.2014.08.006
VEjWH,"Trippas, D; Verde, MF; Handley, SJ",Using forced choice to test belief bias in syllogistic reasoning,Belief bias; Signal detection theory; Forced choice; Individual differences,DEC,2014,133,586,600,http://doi.org/10.1016/j.cognition.2014.08.009
ecDvS,"Prather, RW",Numerical discrimination is mediated by neural coding variation,Numerical cognition; Computational modeling; Perceptual decision making,DEC,2014,133,601,610,http://doi.org/10.1016/j.cognition.2014.08.003
TtiBV,"Hayes, BK; Hawkins, GE; Newell, BR; Pasqualino, M; Rehder, B",The role of causal models in multiple judgments under uncertainty,Causal models; Bayes nets; Judgment under uncertainty; Intuitive statistics,DEC,2014,133,611,620,http://doi.org/10.1016/j.cognition.2014.08.011
BVGVL,"Miozzo, M; Rawlins, K; Rapp, B",How verbs and non-verbal categories navigate the syntax/semantics interface: Insights from cognitive neuropsychology,Syntactic processing; Semantic processing; Verbs; Thematic roles; Spatial language,DEC,2014,133,621,640,http://doi.org/10.1016/j.cognition.2014.08.004
DSEvu,"Glockner, A; Hilbig, BE; Jekel, M",What is adaptive about adaptive decision making? A parallel constraint satisfaction account,Adaptive cognition; Parallel constraint satisfaction; Adaptive decision making; Probabilistic inferences; Decision strategies,DEC,2014,133,641,666,http://doi.org/10.1016/j.cognition.2014.08.017
bsZBj,"Rohde, H; Horton, WS",Anticipatory looks reveal expectations about discourse relations,Coherence relations; Eye tracking; Discourse comprehension; Implicit causality,DEC,2014,133,667,691,http://doi.org/10.1016/j.cognition.2014.08.012
rPtll,"Holler, J; Schubotz, L; Kelly, S; Hagoort, P; Schuetze, M; Ozyurek, A",Social eye gaze modulates processing of speech and co-speech gesture,Language processing; Co-speech iconic gesture; Eye gaze; Recipient status; Communicative intent; Multi-party communication,DEC,2014,133,692,697,http://doi.org/10.1016/j.cognition.2014.08.008
YcqYd,"Pappas, Z",Dissociating Simon and affordance compatibility effects: Silhouettes and photographs,Affordance; Simon effect; Silhouette; Embodied cognition,DEC,2014,133,716,728,http://doi.org/10.1016/j.cognition.2014.08.018
LRzpI,"Kurumada, C; Brown, M; Bibyk, S; Pontillo, DF; Tanenhaus, MK",Is it or isn't it: Listeners make rapid use of prosody to infer speaker meanings,Prosody; Contrastive accent; Pragmatic inference; Visual world eye-tracking,NOV,2014,133,335,342,http://doi.org/10.1016/j.cognition.2014.05.017
LFBIH,"Walker, CM; Lombrozo, T; Legare, CH; Gopnik, A",Explaining prompts children to privilege inductively rich properties,Explanation; Causal reasoning; Category labels; Non-obvious properties; Inductive inference; Generalization,NOV,2014,133,343,357,http://doi.org/10.1016/j.cognition.2014.07.008
