"Title","Journal","Publication_year","Publication_year.2","statistical.analysis.and.or.simulations","bioinformatic.analysis","additional.comment.on.analysis","analysis_software_names","num.software.calculated","num.software_with_version","num.packages","num.packages_with_version","CodeShared","CodeShared.2","LinktoCode","LocationShared","Repository","FreeSoftware","FreeSoftware.2","DataUsed","DataShared","DataShared.2","ExtraComments","CommentonComments","Screener"
"High carbon burial rates by small ponds inthelandscape","FRONTIERS IN ECOLOGY AND THE ENVIRONMENT",2019,"2018-2019","yes","no","analysis of variance, GLM mixed models, Spearman's rank correlation","Not Stated",NA,"NA","NA","NA","no","no","NA","NA","NA","NA","NA","yes","partially","yes","Habitat area estimates are taken from the Countryside Survey (2008). Burial rate values for woodlands and grasslands are from Downing et al. (2008). They also claim they present data in paper, however they only report mean+-SD, min, and max values.","NA","MP, AB"
"High genetic diversity and strong differentiation in dramatically fluctuating populations of Zostera japonica (Zosteraceae): implication for conservation","JOURNAL OF PLANT ECOLOGY",2018,"2018-2019","yes","yes","Monte Carlo simulations, outlier test, hierarchical AMOVA, nonparametric permutation procedures, Mantel test ,  Wilcoxon sign-rank test","MLGsim and Fdist2 and Arlequin and IBD Software and BOTTLENECK",5,"4","NA","NA","no","no","NA","NA","NA","yes","yes","yes","no","no","most of the statistical analyses are linked with bioifnromatics","NA","MP, AC, AB"
"High resources and infectious disease facilitate invasion by a freshwater crustacean","OECOLOGIA",2018,"2018-2019","yes","no","linear models, binomial GLMs, Cox proportional hazard model, ANOVA, Tukey's HDS","R",1,"1","1","1","no","no","NA","NA","NA","yes","yes","yes","no","no","NA","NA","MP, AB"
"How competitive is the pioneer-climax' tree species Nothofagus alpina in pristine temperate forests of Chile?","JOURNAL OF PLANT ECOLOGY",2019,"2018-2019","yes","no","Shapiro-Wilk test, Brown-Forsythe test, Kruskal-Wallis test, multiple pair-wise Bonferroni-corrected Dunn’s tests, or the Mann–Whitney U-test, t-test, Holm–Sidak tests, Pearson's correlation, generalized least squares-fitted linear models, segmented regression analyses","SigmaStat and XLSTAT and SMATR and R",4,"4","3","0","no","no","NA","NA","NA","partially","yes","yes","no","no","NA","NA","MP, AB"
"Improving mesocarnivore detectability with lures in camera-trapping studies","WILDLIFE RESEARCH",2018,"2018-2019","yes","no","goodness-of-fit test, maximum likelihood-based occupancy modelling, Spearman's rank test,","R and PRESENCE",2,"2","1","1","no","no","NA","NA","NA","yes","yes","yes","no","no","NA","NA","MP, AB"
"Incorporating movement patterns to discern habitat selection: black bears as a case study","WILDLIFE RESEARCH",2019,"2018-2019","yes","no","likelyhood modelling, Viterbi algorithm for Markov process, mixedeffects conditional logistic regression by using a two-step estimation approach, mixed effect model","R",1,"1","4","3","yes","yes","https://doi.org/10.1071/WR17151","supplementary material","NA","yes","yes","yes","yes","yes","There is code available in both the supplementary material of the paper and its corrigendum. Interestingly enough, although we cannot access the pdf, we can access the supplementary material at https://www.publish.csiro.au/wr/WR17151. Florida black bear movement data are available at: http://ufdc.ufl.
 edu/IR00010695/00001. Used GIS; Landcover type for each location from the Florida Vegetation and Land Cover 2014 geographic information system (GIS) raster layer; Florida Geographic Data Library (http://www.fgdl.org/)","NA","MP, AST, AB"
"Influence of soil pathogens on early regeneration success of tropical trees varies between forest edge and interior","OECOLOGIA",2018,"2018-2019","yes","no","generalized linear mixed-efects models with binomial errors","R",1,"0","1","0","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA","NA","MP, AC, AB"
"Integrating trait and evolutionary differences untangles how biodiversity affects ecosystem functioning","OECOLOGIA",2018,"2018-2019","yes","no","Bayesian inference and Markov chain Monte Carlo (MCMC) methods; generalized linear mixed models with Gaussian errors; comparison with least-square means; multiple-comparisons corrected with Bonferroni","R",1,"0","3","1","no","no","NA","NA","NA","yes","yes","yes","no","no","NA","NA","MP, AB"
"Interplay between r- and K-strategists leads to phytoplankton underyielding under pulsed resource supply","OECOLOGIA",2018,"2018-2019","yes","no","ANOVA","Not Stated",NA,"NA","NA","NA","no","no","NA","NA","NA","NA","NA","yes","no","no","NA","NA","MP, AB"
"Investigating landscape phase transitions in Mediterranean rangelands by recurrence analysis","LANDSCAPE ECOLOGY",2018,"2018-2019","yes","no","t-test, recurrence quantification analysis, joint recurrence analysis","MATLAB",1,"0","0","NA","no","no","NA","NA","NA","no","no","yes","partially","yes","geospatial analysis; time series of EVI, extracted from MODIS imagery from 2000 to 2014. analyses were carried out in MATLAB using the CRP Toolbox available at http://tocsy.pik-potsdam.de/CRPtoolbox/
 totaling 323 16-day composite MODIS images (Terra MOD13Q,1), where one point of time is equal to
 16 days, with 250 m resolution (USGS 2014).","NA","MP, AB"
"Is the economic dimension inducing the other sustainability dimensions, or is it the reverse? Perceptions from the Portuguese metal industry","INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY",2019,"2018-2019","yes","no","Wilcoxon signed rank and Mann–Whitney non-parametric test","SPSS",1,"1","1","1","no","no","NA","NA","NA","no","no","yes","no","no","NA","NA","MP, AB"
"Landscape capability models as a tool to predict fine-scale forest bird occupancy and abundance","LANDSCAPE ECOLOGY",2018,"2018-2019","yes","no","GLM","R",1,"0","1","1","no","no","NA","NA","NA","yes","yes","yes","no","no","NA","NA","MP, AB"
"Landscape genetics matches with behavioral ecology and brings new insight on the functional connectivity in Mediterranean mouflon","LANDSCAPE ECOLOGY",2018,"2018-2019","yes","no","correnspondence analysis, Mantel test","GenAlex and R",2,"1","2","0","no","no","NA","NA","NA","yes","yes","yes","yes","yes","Dryad: https://datadryad.org/stash/dataset/doi:10.5061%2Fdryad.6f2h4 
 Randomized genotypes generated with the program MICROCHECKER v.2.2.3
 genetic distance was calculated using SPAGeDI 1.5 software","NA","MP, AB"
"Large-scale restoration increases carbon stability under projected climate and wildfire regimes","FRONTIERS IN ECOLOGY AND THE ENVIRONMENT",2018,"2018-2019","yes","no","ANOVA, Kruskal-Wallis tests with post-hoc Tukey’s","R",1,"1","0","NA","no","no","NA","NA","NA","yes","yes","yes","no","no","used LANDIS-II (www.landis-ii.org/home) – a spatially explicit landscape model; and ArcMap (10.1., ESRI, 2012)","NA","MP, AB"
"Large Plankton Enhance Heterotrophy Under Experimental Warming in a Temperate Coastal Ecosystem","ECOSYSTEMS",2018,"2018-2019","yes","no","generalized additive mixed-effects models (GAMM), ANOVA","R",1,"0","1","0","no","no","NA","NA","NA","yes","yes","yes","no","no","NA","NA","MP, AB"
"Largely flat latitudinal life history clines in the dung fly Sepsis fulgens across Europe (Diptera: Sepsidae)","OECOLOGIA",2018,"2018-2019","yes","no","ANOVAs","SPSS",1,"1","0","NA","no","no","NA","NA","NA","no","no","yes","yes","yes","NA","NA","MP, AC, AB"
"Larval pheromones act as colony-wide regulators of collective foraging behavior in honeybees","BEHAVIORAL ECOLOGY",2018,"2018-2019","yes","no","ANOVAs, nonparametric rank-based Scheirer-Ray-Hare test, Wilcoxon ranked sum tests","R",1,"1","7","3","no","no","NA","NA","NA","yes","yes","yes","yes","yes","Analyses reported in this article can be reproduced using the data provided by Ma et al. (2017)
 Ma R, Villar G, Grozinger CM, Rangel J. 2017. Data from: larval pheromones act as colony-wide regulators of collective foraging behavior in honey bees. Dryad Digital Repository. http://dx.doi.org/10.5061/
 dryad.4tg8530","NA","MP, AB"
"Limited dietary overlap amongst resident Arctic herbivores in winter: complementary insights from complementary methods","OECOLOGIA",2018,"2018-2019","yes","yes","correlation analysis, t-test, ANOVAs, Tukey, linear regression","Python and R",2,"0","1","0","partially","yes","https://doi.org/10.1007/s00442-018-4147-x","supplementary material","NA","yes","yes","yes","yes","yes","Biostatistics - USEARCH, and BLAST (Altschul et al. 1990; Martin 2011; Edgar 2016) algorithms for trimming and clustering and python package cutadapt for primer cutting (Edgar 2010; Martin 2011)
 Sequence data including OTU reads are available in the Dryad Digital Repository:
 https://doi.org/10.5061/dryad.48t6710.","NA","MP, AB"
"Linking species performance to community structure as affected by UV-B radiation: an attenuation experiment","JOURNAL OF PLANT ECOLOGY",2018,"2018-2019","yes","no","two and three way ANOVAs, Tukey test, regression analysis","JMP",1,"1","0","NA","no","no","NA","NA","NA","no","no","yes","no","no","NA","NA","MP, AB"
"Long-Term Effects of Fire on Vegetation Structure and Predicted Fire Behavior in Wyoming Big Sagebrush Ecosystems","ECOSYSTEMS",2019,"2018-2019","yes","no","ANOVA","R",1,"1","NA","NA","no","no","NA","NA","NA","yes","yes","yes","no","no","NA","NA","MP, AB"
"Long-Term Persistence and Fire Resilience of Oak Shrubfields in Dry Conifer Forests of Northern New Mexico","ECOSYSTEMS",2018,"2018-2019","yes","no","PCA, analysis of fire history, superposed epoch analysis","R",1,"0","1","0","no","no","NA","NA","NA","yes","yes","yes","no","no","Used a combination of vegetation map datasets from the USDA Santa Fe National Forest, Southwest Regional Gap Analysis (Lowry and others 2007), Valles Caldera National Preserve (Muldavin and Tonne 2003), and Bandelier National Monument (Muldavin and others 2011)","NA","MP, AB"
"Macronutrient signature of dietary generalism in an ecologically diverse primate in the wild","BEHAVIORAL ECOLOGY",2018,"2018-2019","yes","no","Spearman Rank Correlation, Kruskal-Wallis H trest, Linear mixed models","SPSS",1,"1","0","NA","no","no","NA","NA","NA","no","no","yes","yes","yes","Analyses reported in this article can be reproduced using the data provided by Cui et al. (2017). Dryad: https://datadryad.org/stash/dataset/doi:10.5061/dryad.mb342","NA","MP, AB"
"Mapping ecoregions under climate change: a case study from the biological crossroads' of three continents, Turkey","LANDSCAPE ECOLOGY",2019,"2018-2019","yes","no","PCA, factor analysis (equamax rotation), multivariate spatio-temporal clustering (MSTC), MapCurves Analysis?","Not Stated",NA,"NA","NA","NA","no","no","NA","NA","NA","NA","NA","yes","no","no","Do not provide data, but stated the data they've used: Mediterranean-Black Sea region, global climate models (GCM) and NCEP/NCAR Reanalysis I prediction data (NNRP) (Kalnay et al. 1996) 
 Available water capacity and elevation variables from Harmonized World Soil Database v.1.2 (http://www.fao.org/soils-portal/soil-survey/soil-mapsand-databases/harmonized-world-soil-database-v12/en/) and HYDRO1k database of USGS (https://lta.cr.usgs.gov/HYDRO1K)
 European Climate Assessment and Dataset (http://eca.knmi.nl/indicesextremes/index.php)","NA","MP, AB"
"Mitigating the Davos dilemma: towards a global self-sustainability index","INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY",2018,"2018-2019","yes","no","non-parametric individual based chao1 estimator, generalized linear models with a Poisson error distribution, NMDS, MANOVA","Not Stated",NA,"NA","NA","NA","no","no","NA","NA","NA","NA","NA","yes","no","no","NA","NA","MP, AC, AB"
"Motifs in bipartite ecological networks: uncovering indirect interactions","OIKOS",2019,"2018-2019","yes","no","Network modeling, Wilcoxon signed-rank test for comparing models, correlation test, PERMANOVA, NMDS,","R",1,"0","5","3","no","no","NA","NA","NA","yes","yes","yes","yes","yes","Data from: Web of Life repository (Supplementary material Appendix 3 Table A1). Data was from four mountaintop plant–pollinator communities in the Seychelles, sampled over the flowering season in eight consecutive months between
 September 2012 and April 2013 (Kaiser-Bunbury et al. 2017; Supplementary material Appendix 3 Table A2).","NA","MP, AB"
"Movement of pulsed resource subsidies from kelp forests to deep fjords","OECOLOGIA",2018,"2018-2019","yes","no","MANOVA, ANOVAs, Random Forest Model","R",1,"1","1","0","no","no","NA","NA","NA","yes","yes","yes","no","no","NA","NA","MP, AB"
"Mycorrhizal associations and the spatial structure of an old-growth forest community","OECOLOGIA",2018,"2018-2019","yes","no","Tukey HSD test, point pattern analysis, clustering","R",1,"0","2","0","partially","yes","https://doi.org/10.1007/s00442-017-3987-0","supplementary material","NA","yes","yes","yes","no","no","NA","NA","MP, AB"
"Natural selection drives parallel divergence in the mountain plant Heliosperma pusillum s.l","OIKOS",2018,"2018-2019","yes","no","PERMANOVA, NMDS, linear mixed models, generalized linear mixed models, Mantel test (applying Spearman rank correlation)","R",1,"1","2","1","no","no","NA","NA","NA","yes","yes","yes","no","no","NA","NA","MP, AB"
"Net primary productivity and seasonality of temperature and precipitation are predictors of the species richness of the Damselflies in the Amazon","BASIC AND APPLIED ECOLOGY",2019,"2018-2019","yes","no","generalized linear mixed models","R",1,"1","1","1","no","no","NA","NA","NA","yes","yes","yes","no","no","NA","NA","MP, AB"
"Non-breeding range size predicts the magnitude of population trends in trans-Saharan migratory passerine birds","OIKOS",2018,"2018-2019","yes","no","linear models,","R",1,"0","7","5","no","no","NA","NA","NA","yes","yes","yes","partially","yes","They refer to data from: BirdLife International 2015. European Red List of birds. Office for Official Publications of the European Communities, Luxembourg. –
 <http://datazone.birdlife.org/userfiles/file/Species/erlob/EuropeanRedListOfBirds_June2015.pdf>. BirdLife International 2016. IUCN Red List for birds. – <http://www.birdlife.org/datazone/species>. However, it is unclear what exact data have they used so would be better if they have provided their own dataset.","NA","MP, AST, AB"
"Nutrient uptake controls and limitation dynamics in north-east Greenland streams","POLAR RESEARCH",2018,"2018-2019","yes","no","one way and two way ANOVAs, Tukey post hoctests, Spearman's rank correlation, Levene's test","R",1,"0","0","NA","no","no","NA","NA","NA","yes","yes","yes","no","no","NA","NA","MP, AB"
"Offspring dispersal ability covaries with nest-site choice","BEHAVIORAL ECOLOGY",2019,"2018-2019","yes","no","General linear mixed models, linear regression, correlation analysis","SAS",1,"1","0","NA","no","no","NA","NA","NA","no","no","yes","yes","yes","Data: Delaney DM, Janzen FJ. 2018. Data from: offspring dispersal ability covaries with nest-site choice. Dryad Digital Repository. http://dx.doi.
 org/10.5061/dryad.6363bk7","NA","MP, AB"
"Ontogenetic stage-specific reciprocal intraguild predation","OECOLOGIA",2018,"2018-2019","yes","no","Wilcoxon rank-sum test, Cox proportional hazards mode, The Kaplan–Meier estimate, Pearson Chi-squared test","R",1,"1","1","0","no","no","NA","NA","NA","yes","yes","yes","no","no","NA","NA","MP, AB"
"Overlap and temporal variation in the diets of sympatric Antarctic and Subantarctic fur seals (Arctocephalus spp.) at Marion Island, Prince Edward Islands","POLAR RESEARCH",2018,"2018-2019","yes","no","percentage frequency of occurrence (%F); percentage numerical abundance (%N); Confidence intervals for %F and %N were calculated by taking the 2.5% and 97.5% percentiles of 1000 bootstrap; PERMANOVA; random forest; Pianka's index, Wilcoxon signed-rank test
 estimates","R",1,"0","2","1","no","no","NA","NA","NA","yes","yes","yes","partially","yes","Some data available in the SI; they refer to: data are from Klages & Bester (1998): 1989-1995; Makhado et al. (2008, 2013): 1996-2000; and the present study: 2006-2010.","NA","MP, AB"
"Parental response to intruder females altered by ornamentation and mate quality in a biparental fish","BEHAVIORAL ECOLOGY",2018,"2018-2019","yes","no","linear regression, PCA, linear mixed models","JMP Pro",1,"1","0","NA","no","no","NA","NA","NA","no","no","yes","yes","yes","Data: Robart AR, Sinervo B. 2018. Data from: parental response to intruder
 females altered by ornamentation and mate quality in a biparental fish.
 Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.hd7j7kv","NA","MP, AB"
"Patterns of leaf N:P stoichiometry along climatic gradients in sandy region, north of China","JOURNAL OF PLANT ECOLOGY",2018,"2018-2019","yes","no","K-S non-parametric test, linera regression, t-test, one-way ANOVA, Duncan post hoc, structural equation modeling for MAT and MAP, maximum likelihood χ2 goodness-of-fit test, Jοreskog’s goodness-of-fit index and the Bollen–Stine bootstrap test","SPSS",1,"1","0","NA","no","no","NA","NA","NA","no","no","yes","yes","yes","Data in Supplementary table: https://academic.oup.com/jpe/article/11/2/218/2758630; The MAT and MAP data of each site were obtained from the WorldClim 1.4 database during 1950–2000, which resulted from a global dataset with spatial resolution of 0.0083 × 0.0083 (ca. 1 km × 1 km) (http:// www.worldclim.org/) (Hijmans et al. 2005; Yuan and Chen 2009).","NA","MP, AB"
"Patterns of selective predation change with ontogeny but not density in a marine fish","OECOLOGIA",2019,"2018-2019","yes","no","logistic regression","R",1,"1","1","0","no","no","NA","NA","NA","yes","yes","yes","no","no","NA","NA","MP, AB"
"Phenotypic plasticity and climate change: can polar bears respond to longer Arctic summers with an adaptive fast?","OECOLOGIA",2018,"2018-2019","yes","no","linear mixed models, D’Agostino Omnibus test, Welch t test","R",1,"0","1","0","no","no","NA","NA","NA","yes","yes","yes","no","no","Also used ArcMap 10.1 (ESRI Inc., CA, USA)","NA","MP, AB"
"Phosphorus allocation and phosphatase activity in grasses with different growth rates","OECOLOGIA",2018,"2018-2019","yes","no","ANOVA, Tukey HSD, multivatiate analysis, PCoA","MULTIV",1,"0","0","NA","no","no","NA","NA","NA","yes","yes","yes","no","no","NA","NA","MP, AC, AB"
"Phosphorus Availability Determines the Response of Tundra Ecosystem Carbon Stocks to Nitrogen Enrichment","ECOSYSTEMS",2018,"2018-2019","yes","no","ANOVA, Tukey HSD, multivariate analysis, NDVI, nonlinear
 least-squares fitting procedures","R",1,"1","2","0","no","no","NA","NA","NA","yes","yes","yes","yes","yes","The data from this project are available at Woodin S, Street L.
 2017. Soil and vegetation parameters from re-visitation of fertilisation
 experiment at Ny-A˚ lesund, Svalbard. Polar Data Centre; British Antarctic
 Survey, Natural Environment Research Council, Cambridge, CB3 0ET, UK.
 https://doi.org/10.5285/0fdd7082-5fbc-4923-b166-d7adcb9c170f. Direct
 link https://doi.org/10.5285/0fdd7082-5fbc-4923-b166-d7adcb9c170f or
 https://doi.org/b7d4.","NA","MP, AB"
"Phytophagy of omnivorous predator Macrolophus pygmaeus affects performance of herbivores through induced plant defences (vol 186, pg 101, 2018)","OECOLOGIA",2018,"2018-2019","yes","no","linear mixed effect models, contrasts with Tukey, GLMM, MANOVA, ANOVAs","R",1,"1","2","0","no","no","NA","NA","NA","yes","yes","yes","no","no","NA","NA","MP, AB"
"Phytoplankton N-2-fixation efficiency and its effect on harmful algal blooms","FRESHWATER SCIENCE",2018,"2018-2019","yes","yes","ANOVA, Tukey HSD, PERMANOVA, PCoAs","R",1,"1","3","1","no","no","NA","NA","NA","yes","yes","yes","partially","yes","Also used programs for sequencing data; mothur software package (version 1.37; https://www.mothur.org/) and the procedure detailed at https://www.mothur.org/wiki/MiSeq_SOP (Kozich et al. 2013). Sequences were classified against the SILVA (version 123).
 Sequence files for all samples used in this study are deposited in the Sequence Read Archive at the EMBL European Nucleotide Archive (ENA; http://www.ebi.ac.uk/ena): PRJEB19927.","NA","MP, AB"
"Plant diversity induces shifts in the functional structure and diversity across trophic levels","OIKOS",2018,"2018-2019","yes","no","correlation analysis, linear mixed effect models, PERMANOVA, NMDS,","R and SPSS Amos",2,"1","4","0","partially","yes","https://doi.org/10.1111/oik.04210","supplementary material","NA","partially","yes","yes","yes","yes","Data available from the Pangeae Repository: <https://doi. pangaea.de/10.1594/PANGAEA.879541> (Ebeling et al. 2017).","NA","MP, AB"
"Plover parents care more for young of the opposite sex","BEHAVIORAL ECOLOGY",2018,"2018-2019","yes","no","t-test, Cox proportional hazard regression, Generalized Additive Mixed Models","R",1,"0","3","3","no","no","NA","NA","NA","yes","yes","yes","yes","yes","Data: Lees D, Sherman CDH, Kostoglou K, Tan LXL, Maguire GS, Dann P, Weston MA. 2018. Data from: plover parents care more for young of the opposite sex. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.3s4g5t4.","NA","MP, AB"
"Priority effects can persist across floral generations in nectar microbial metacommunities","OIKOS",2018,"2018-2019","yes","yes","GLMM, principal coordinate analysis of a truncated distance matrix (PCNM), PCoA","R",1,"1","3","3","no","no","NA","NA","NA","yes","yes","yes","yes","yes","Data is provided in the supplementary material. No code is provided in the supplementary material other than the bioinformatic pipeline","NA","MP, AST, AB"
"Quantifying efficacy of feral pig (Sus scrofa) population management","WILDLIFE RESEARCH",2019,"2018-2019","yes","no","ANOVAs, Spearman rank-order correlation, Kruskal–Wallis","Distance",1,"1","0","NA","no","no","NA","NA","NA","yes","yes","yes","no","no","Used also ArcGIS (version 10.4).","NA","MP, AC, AB"
"Rate maximization and hyperbolic discounting in human experiential intertemporal decision making","BEHAVIORAL ECOLOGY",2018,"2018-2019","yes","no","fitting functions","MATLAB",1,"1","0","NA","no","no","NA","NA","NA","no","no","yes","yes","yes","Data: Seinstra MS, Sellitto M, Kalenscher T. 2017. Data from: rate maximization and hyperbolic discounting in human experiential intertemporal decision making. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.5040n","NA","MP, AC, AB"
"Regional productivity mediates the effects of grazing disturbance on plant cover and patch-size distribution in arid and semi-arid communities","OIKOS",2018,"2018-2019","yes","no","Pearson's correlation, non-linear regression, Kolmogorov-Smirnov tests","Not Stated",NA,"NA","NA","NA","no","no","NA","NA","NA","NA","NA","yes","yes","yes","Data on Dryad: https://datadryad.org/stash/dataset/doi:10.5061%2Fdryad.d9727v4
 Species distribution data for aquatic systems have been accumulated from a variety of biodiversity programs (e.g., Global Biodiversity Information Facility http://www.gbif.org/, integrated Digitized Biocollections https://www.idigbio.org/, Invasive Species Specialist Group http://www.issg.org/database/welcome/, Neotropical Herbarium Specimens
 https://www.fieldmuseum.org/),","NA","MP, AB"
"Relative importance of hydrological variables in predicting the habitat suitability of Euryale ferox Salisb","JOURNAL OF PLANT ECOLOGY",2018,"2018-2019","yes","no","Statistical analysis in R to determine variation partitioning analysis. Mostly based on distribution/species modeling; maximum entropy model","R",1,"1","1","1","no","no","NA","NA","NA","yes","yes","yes","partially","yes","Spatial analysis with Spatial Analyst in ArcGIS (ver. 10.0, ESRI, USA) and TauDEM (ver. 5.0, Utah State University, USA); QGIS (ver. 2.0.1); MaxEnt software for species habitat modeling (ver. 3.3.3k; Phillips et al. 2006). 
 Locality records for E. ferox specimens in the literature (Jang 2010; Kim 2011; Lee 2015, Yang 1975; You and Kim 2010) were combined with specimen information from national herbariums (Korea Biodiversity Information System http://www.nature.go.kr/eng).
 Flood record data were collected from WAMIS DB (http://www.wamis.go.kr/WKF/wkf_fddmgaa_lst.aspx; Korean)","NA","MP, AB"
"Replicated latitudinal clines in reproductive traits of European and North American yellow dung flies","OIKOS",2018,"2018-2019","yes","no","linear models","SAS",1,"1","0","NA","no","no","NA","NA","NA","no","no","yes","yes","yes","Data available from the Dryad Digital Repository: http://
 dx.doi.org/10.5061/dryad.d7q6564> (Bauerfeind et al. 2018)","NA","MP, AB"
"Reproductive state leads to intraspecific habitat partitioning and survival differences in greater sage-grouse: implications for conservation","WILDLIFE RESEARCH",2018,"2018-2019","yes","no","multinomial logistic regression, Pearson’s correlation, mixed-effects Cox’s proportional hazards regression","R",1,"0","3","1","no","no","NA","NA","NA","yes","yes","yes","no","no","NA","NA","MP, AB"
"Response of bioenergy landscape patterns and the provision of biodiversity ecosystem services associated with land-use changes in Jinghong County, Southwest China","LANDSCAPE ECOLOGY",2018,"2018-2019","yes","no","mostly spatial modeling followed by ANOVA and LSD multiple comparisons","SPSS",1,"1","0","NA","no","no","NA","NA","NA","no","no","yes","partially","yes","Datasets required for the study from various sources, however they do not share their 'final' dataset used for the analysis. The soil map was digitized from 1:500,000 soil maps of the Yunnan Province (Wang et al. 1982). The road data for the region were in vector format and were digitized using the transportation map of Yunnan Province and validated by the 1:250,000 scale road database produced by the National Fundamental Geographical Information Centre (Fu et al. 2010a). Scanner (MSS) images and Landsat Thematic Mapper (TM) images. Two MSS images were applied to obtain the land-use distribution in 1976 and 1990, and two TM images were acquired for the land-use map in 2000 and 2010 (Liu et al. 2014).","NA","MP, AB"
"Rodents, not birds, dominate predation-related ecosystem services and disservices in vertebrate communities of agricultural landscapes","OECOLOGIA",2018,"2018-2019","yes","no","PERMANOVA","Primer",1,"1","0","NA","no","no","NA","NA","NA","no","no","yes","no","no","NA","NA","MP, AB"
"Sex ratio patterns and trade-off between sexual and asexual reproduction in the brown hydra","FRESHWATER SCIENCE",2018,"2018-2019","yes","no","Shapiro–Wilk test, nonparametric Kruskal–Wallis and Mann–Whitney U tests, Fried-man’s test,","Statistica",1,"1","0","NA","no","no","NA","NA","NA","no","no","yes","no","no","NA","NA","AB, MP"
"Shifts in the importance of the species pool and environmental controls of epiphytic bryophyte richness across multiple scales","OECOLOGIA",2018,"2018-2019","yes","no","Structural Equation Models, a Chi-square test, SEM, d-separation test, a priori model, regression coefcients","R",1,"0","1","0","yes","yes","https://doi.org/10.1007/s00442-018-4066-x","supplementary material","NA","yes","yes","yes","yes","yes","Data in SI and Table 1: Data for some variables extracted from published data (indicted by superscript)
 a Hijmans et al. 2006. WorldClim Global Climate Layers Version 1.4.—available at WorldClim Database: www.worldclim.org
 b Photovoltaic Geographical Information System—Interactive Maps, http://re.jrc.ec.europa.eu/pvgis/apps4/pvest.php","NA","AB, MP"
"Small-scale topography modulates elevational alpha-, beta- and gamma-diversity of Andean leaf beetles","OECOLOGIA",2018,"2018-2019","yes","yes","non-parametric individual based chao1 estimator, generalized linear models with a Poisson error distribution, NMDS, MANOVA, Mantel test","R",1,"1","1","0","no","no","NA","NA","NA","yes","yes","yes","no","no","NA","NA","AB, MP"
"Spatial Variation of Soil CO2, CH4 and N2O Fluxes Across Topographical Positions in Tropical Forests of the Guiana Shield (vol 21, pg 1445, 2018)","ECOSYSTEMS",2019,"2018-2019","yes","no","LMM, PCA, MANOVA, GAM, Akaike’s information criterion","R",1,"0","6","0","no","no","NA","NA","NA","yes","yes","yes","no","no","NA","NA","AB, MP"
"Spatio-temporal variation in nesting success of colonial waterbirds under the impact of a non-native invasive predator","OECOLOGIA",2018,"2018-2019","yes","no","DSR, a generalised linear model with a logit-link function and binomial errors, a maximum-likelihood estimation, AIC","MARK and R",2,"2","0","NA","no","no","NA","NA","NA","yes","yes","yes","no","no","NA","NA","AB, MP"
"Statistically testing the role of individual learning and decision-making in trapline foraging","BEHAVIORAL ECOLOGY",2018,"2018-2019","yes","no","randomization process in R, GLM, correlation","R",1,"0","0","NA","partially","yes","https://doi.org/10.1093/beheco/ary058","supplementary material","NA","yes","yes","yes","yes","yes","data https://datadryad.org/stash/dataset/doi:10.5061/dryad.h6r7p2s","NA","AB, MP"
"Stipa steppes in scantily explored regions of the Tibetan Plateau: classification, community characteristics and climatic distribution patterns","JOURNAL OF PLANT ECOLOGY",2018,"2018-2019","yes","no","NMDS, DCA, DCCA, Monte Carlo permutation test","PC-ORD and Canoco and Origin",3,"3","0","NA","no","no","NA","NA","NA","no","no","yes","no","no","NA","NA","AB, MP"
"Stream Resource Gradients Drive Consumption Rates of Supplemental Prey in the Adjacent Riparian Zone","ECOSYSTEMS",2018,"2018-2019","yes","no","Bayesian path analysis, GLMM, MCMC","JAGS and R",2,"2","0","NA","yes","yes","https://doi.org/10.1007/s10021-017-0183-3","supplementary material","NA","yes","yes","yes","yes","yes","data in SI: https://link.springer.com/article/10.1007/s10021-017-0183-3","NA","AB, MP"
"Substrate-specific biofilms control nutrient uptake in experimental streams","FRESHWATER SCIENCE",2018,"2018-2019","yes","no","ANCOVA, rmANOVA, pearson’s correlation, Shapiro–Wilk test, Mauchly test","R",1,"1","0","NA","no","no","NA","NA","NA","yes","yes","yes","no","no","NA","NA","AB, MP"
"Surrounding pathogens shape maternal egg care but not egg production in the European earwig","BEHAVIORAL ECOLOGY",2018,"2018-2019","yes","no","GLM, 1-sample student’s t-test, binomial test t, LM, Cox model, PCA, Tukey contrasts","R",1,"1","4","0","no","no","NA","NA","NA","yes","yes","yes","yes","yes","data https://datadryad.org/stash/dataset/doi:10.5061/dryad.pv50q","NA","AB, MP"
"Survival and movements of koalas translocated from an over-abundant population","WILDLIFE RESEARCH",2019,"2018-2019","yes","no","ANOVA, Baxesian framework (MCMC), Cox's regression","Not Stated",NA,"NA","NA","NA","no","no","NA","NA","NA","NA","NA","yes","no","no","NA","NA","AB, MP"
"System productivity alters predator sorting of a size-structured mixed prey community","OECOLOGIA",2018,"2018-2019","yes","no","multivariate analysis of variance, Shapiro–Wilk test, Levene’s test,","Not Stated",NA,"NA","NA","NA","no","no","NA","NA","NA","NA","NA","yes","no","no","NA","NA","AB, MP"
