Timestamp,Coder initials:,Article ID:,Please flag any of the following issues that prevent you from coding this article:,How many times has the article been cited in a meta-analysis?,"How many times was the article cited *incidentally* in a meta-analysis (i.e., no intention to include in data synthesis)?",How many times has the article been explicitly excluded from a meta-analysis?,How many times has the article been cited in a systematic review?,"How many times was the article cited *incidentally* in a systematic review (i.e., no intention to include in formal review)?",How many times has the article been explicitly excluded from a systematic review?,How many times has the article been cited in a replication study?,Does the article state whether or not materials are available?,Please copy and paste the materials availability statement here:,How does the statement indicate the materials are available?,"Can you access, download, and open the materials files?",Does the article state whether or not data are available?,Please copy and paste the data availability statement here:,How does the statement indicate the data are available?,"Can you access, download, and open the data files?",Are the data files clearly documented?,Do the data files appear to contain all of the raw data necessary to reproduce the reported findings?,Does the article state whether or not analysis scripts are available?,Please copy and paste the analysis script availability statement here:,How does the statement indicate the analysis scripts are available?,"Can you access, download, and open the analysis files?",Does the article state whether or not the study (or some aspect of the study) was pre-registered?,Please copy and paste the pre-registration statement here:,Where does the article indicate the pre-registration is located?,Can you access and open the pre-registration?,What aspects of the study appear to be pre-registered? (select all that apply),Does the article link to an accessible protocol?,What aspects of the study appear to be included in the protocol? (select all that apply),Does the article claim to report a replication study or novel study?,Does the article include a statement indicating whether there were any conflicts of interest?,"Please copy and paste the conflict of interest statement here (enter ""none"" if there was no statement):",conflictType,Does the article include a statement indicating whether there were funding sources?,"Please copy and paste the funding statement here (enter ""none"" if there was no statement):",Is the article open access?,What is the 2017 journal impact factor? (skip if you cannot identify),What is the journal impact factor for the article's year of publication? (skip if you cannot identify),Which country is the corresponding author based in according to their affiliation?,Does the study include human or animal subjects?,What type of study is being reported?
7/29/19,JK/TH,QdhZZ,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),Yes - the statement says that there is no conflict of interest,"Simone Messerotti Benvenuti, Rocco Mennella, Giulia Buodo, and Daniela Palomba declare that they have no conflict of interest",NA,Yes - the statement says that no funding was provided,Role of the Funding Source. None.,Yes - found article via other means,1.792,1.792,Italy,Human,Empirical data - laboratory study
7/29/19,JK/TH,pxYoP,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),Yes - the statement says that there is no conflict of interest,"The author(s) declared no potential conflicts of interest with respect to the research, authorship,  and/or publication of this article.",NA,Yes - the statement says that there was funding from a public organization(s),"The author(s) disclosed receipt of the following financial support for the research, authorship, and/or publication of this article: The authors acknowledge the generous financial support from the  Bernice  Jones  Chair  in  Community,  the  Vice  Provost  for  Research  and  Economic  Development and The Diane D. Blair Center of Southern Politics at the University of Arkansas. Research support was provided by The Center for Communication and Media Research at the 
 University of Arkansas.",Yes - found article via other means,1.749,1.766,United States of America,Human,Empirical data - survey/interview
7/29/19,JK/TH,wZiFe,There are no issues,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes - the statement says that there is no conflict of interest,The authors declare that they have no conflict of interest,NA,Yes - the statement says that there was funding from a public organization(s),"We acknowledge funding support from William T. Grant Foundation (Grant # 8529); the Wallace Foundation (Grant #20080489);  the  National  Institute  for  Drug  Abuse  (Grant  #  R01 DA025187), and the Institute of Education Science (R305A130701).",Yes - found via Open Access Button,3.6,3.6,United States of America,Neither,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, and reviews)"
8/14/19,JK/TH,rJYwV,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),Yes - the statement says that there is no conflict of interest,The authors declare that they have no conflict of interest,NA,No - there is no funding statement,none,Yes - found via Open Access Button,2.024,1.954,United Kingdom,Human,Empirical data - survey/interview
8/14/19,JK/TH,ToCxI,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,No - there is no funding statement,none,Yes - found article via other means,NA,NA,United States of America,Human,Empirical data - survey/interview
8/14/19,JK/TH,bULii,There are no issues,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No - there is no conflict of interest statement,none,NA,Yes - the statement identifies funding sources but the private/public status is unclear,We  also  thank  Carefin  –  Bocconi  Centre  for  Applied  Research  in  Finance  for financial  support.  Cohen-Cole  also  thanks  the  CIBER  and  the  US  Department of Education for support. Yves Zenou acknowledges financial support from the Riksbankens Jubileumsfond through research grant P13-0826:1.,Yes - found via Open Access Button,NA,NA,United States of America,Neither,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, and reviews)"
8/14/19,JK/TH,SltJb,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,No - there is no funding statement,none,Yes - found via Open Access Button,NA,NA,Australia,Human,Empirical data - laboratory study
8/14/19,JK/TH,IsCSu,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,No - there is no funding statement,none,Yes - found article via other means,NA,NA,Canada,Human,Empirical data - survey/interview
8/14/19,JK/TH,fgUos,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,No - there is no funding statement,none,Yes - found via Open Access Button,NA,NA,United Kingdom,Human,Empirical data - clinical trial
8/14/19,JK/TH,xucLw,There are no issues,1,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,Yes - the statement says that there was funding from a public organization(s),The work reported herein was supported by grants from the German Research Foundation to the first [HI 1600/1-1] and third [ZE 948/1-1] author.,No - could not access article other than through paywall,3.494,3.707,Germany,Human,Empirical data - survey/interview
8/14/19,JK/TH,AUQBQ,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,Yes - the statement says that there was funding from a private organization(s),Funding was provided by the Office of Mission and Values at DePaul University.,No - could not access article other than through paywall,0.801,0.797,United States of America,Human,Empirical data - survey/interview
8/14/19,JK/TH,epuiV,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),Yes - the statement says that there is no conflict of interest,"The author(s) declared no potential conflicts of interest with respect to the research, authorship, and/or publication of this article.",NA,Yes - the statement says that no funding was provided,"The author(s) received no financial support for the research, authorship, and/or
publication of this article.",No - could not access article other than through paywall,2.899,2.545,United States of America,Neither,Empirical data - field study
8/14/19,JK/TH,HqlsO,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),Yes - the statement says that there is no conflict of interest,"The  author(s)  declared  no  potential  conflicts  of  interest  with  
respect  to  the  research,  authorship,  and/or  publication  of  this  
article",NA,Yes - the statement says that no funding was provided,"The  author(s)  received  no  financial  support  for  the  research, authorship, and/or publication of this article.",No - could not access article other than through paywall,3.197,3.197,South Korea,Human,Empirical data - survey/interview
8/14/19,JK/TH,NVRBJ,There are no issues,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No - there is no conflict of interest statement,none,NA,No - there is no funding statement,none,Yes - found article via other means,NA,NA,United States of America,Neither,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, and reviews)"
8/14/19,JK/TH,iTlbS,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,No - there is no funding statement,none,No - could not access article other than through paywall,1.922,1.69,Singapore,Human,Empirical data - field study
8/14/19,JK/TH,ktLIJ,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),Yes - the statement says that there are one or more conflicts of interest,"The authors declare that they have no conflict of  interest  except  for  K.  Becker  who  was  on  the  Advisory  Board  of  Eli Lilly/Germany,  was  a  member  of  the  Scientific  Committee  of  Shire,  and  was  paid  for  public  speaking  by  Shire.  She  was  not  involved  in research/clinical  trials  sponsored  by  pharmaceutical industry within the last five years.",Served on industry advisory board; Speaking fees from industry,No - there is no funding statement,none,No - could not access article other than through paywall,3.553,3.553,Germany,Human,Empirical data - field study
8/14/19,JK/TH,hfXWF,There are no issues,0,0,0,0,0,0,0,Yes - the statement says that the materials (or some of the materials) are available,Stimuli are available upon request from the first author.,Upon request from the authors,No,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,No - there is no funding statement,none,No - could not access article other than through paywall,2.563,2.201,United States of America,Human,Empirical data - laboratory study
8/14/19,JK/TH,tDshZ,I cannot access the full text,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,0.471,Germany,Neither,Empirical data - field study
9/13/19,JK/TH,ATVEe,There are no issues,0,0,0,0,1,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,Yes - the statement says that there was funding from a public organization(s),This study has been carried out in the Centre of Excellence in Learning and Motivation Research financed by the Academy of Finland (No. 213486 for 2006-2011) and other grants from same funding agency for the project (No. 268586 for 2013-2017) and to Minna Torppa (No. 276239 for 2014-2018).,No - could not access article other than through paywall,1.231,1.05,Finland,Human,Empirical data - field study
9/13/19,JK/TH,wNaQo,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,Yes - the statement says that there was funding from a public organization(s),"""This project was funded by the Brazilian National Council for Scientific and Technological Development (Conselho Nacional de De-senvolvimento Científico e Tecnológico [CNPq])""",Yes - found via Open Access Button,0.331,0.226,Brazil,Human,Empirical data - survey/interview
9/13/19,JK/TH,IoFwb,There are no issues,0,0,0,1,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),Yes - the statement says that there is no conflict of interest,No potential conflict of interest was reported by the authors,NA,No - there is no funding statement,none,Yes - found article via other means,NA,NA,United States of America,Human,Empirical data - survey/interview
9/13/19,JK/TH,sIKHW,There are no issues,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes - the statement says that there is no conflict of interest,"The author(s) declared no potential conflicts of interest with respect to the research, authorship, and/or publication of this article.",NA,Yes - the statement says that no funding was provided,"The author(s) received no financial support for the research, authorship, and/or publication of this article.",Yes - found article via other means,1.778,1.778,United States of America,Neither,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, and reviews)"
9/13/19,JK/TH,zFYIM,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,Yes - the statement says that the data (or some of the data) are available,"Both databases are publicly available, though access requires the payment of a subscription fee",Fee required,No,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,Yes - the statement says that there was funding from a public organization(s),The authors thank the Flemish Research Foundation (FWO) for their financial support (Grant number G.0827.12N and the personal grant for <name removed>).,Yes - found via Open Access Button,3.565,3.565,Belgium,Neither,Empirical data - field study
9/15/19,JK/TH,bLMSw,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,No - there is no funding statement,none,No - could not access article other than through paywall,1.028,1.028,United States of America,Human,Empirical data - survey/interview
9/13/19,JK/TH,BTHSN,There are no issues,0,0,0,0,0,0,0,Yes - the statement says that the materials (or some of the materials) are available,see Appendix A for interview guide,Appendix within the present article,Yes,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,No - there is no funding statement,none,No - could not access article other than through paywall,1.483,0.79,Germany,Human,Empirical data - field study
9/13/19,JK/TH,xGJyX,There are no issues,0,0,0,0,0,0,0,Yes - the statement says that the materials (or some of the materials) are available,"""The tool is available from the Communication Trust (http://www.
thecommunicationtrust.org.uk/resources/resources/resources-for-practitioners/communicationsupporting-classroom-observation-tool.aspx; January 2015).""",A personal or institutional webpage,Yes,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),Yes - the statement says that there is no conflict of interest,"The author(s) declared no potential conflicts of interest with respect to the research, authorship, and/or publication of this article.",NA,Yes - the statement says that there was funding from a public organization(s),"""The author(s) disclosed receipt of the following financial support for the research, authorship, and/or publication of this article: This research received funding from the UK Government’s Department for Education as part of the Better Communication Research Programme (EOR/SBU/2009/030).""",No - could not access article other than through paywall,0.848,1.093,United Kingdom,Human,Empirical data - field study
9/13/19,JK/TH,krKhx,There are no issues,0,0,0,0,0,0,0,Source of materials provided but no explicit availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),Yes - the statement says that there are one or more conflicts of interest,"L. Boschloo has received speaking fees and unrestricted grants from Astra
Zeneca. B.W.J.H. Penninx has received unrestricted grants from The Netherlands Organization for Health Research and Development. No other author report competing interest.",Research funding from industry; Research funding from government; Speaking fees from industry,Yes - the statement identifies funding sources but the private/public status is unclear,"Our study is not funded by the funding bodies listed on the website of Elsevier.
The infrastructure for the NESDA study (www.nesda.nl) is funded through the
Geestkracht program of The Netherlands Organization for Health Research and
Development (Grant number 10-000-1002; Dr Penninx) and is supported by
participating universities and mental health care organizations (VU University
Medical Center, GGZ inGeest, Arkin, Leiden University Medical Center, GGZ
Rivierduinen, University Medical Center Groningen, Lentis, GGZ Friesland, GGZ
Drenthe, Scientific Institute for Quality of Health Care (IQ Healthcare), Netherlands Institute for Health Services Research (NIVEL) and Netherlands Institute of Mental Health and Addiction (Trimbos). The Netherlands Organization for Health Research and Development had no further role in the study design; in the collection, analysis and interpretation of data; in the writing of the report; and in the decision to submit the paper for publication.",No - could not access article other than through paywall,3.786,3.383,The Netherlands,Human,Empirical data - survey/interview
9/13/19,JK/TH,YWgHy,I cannot access the full text,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Neither,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, and reviews)"
9/13/19,JK/TH,gMxXN,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,Yes - the statement identifies funding sources but the private/public status is unclear,"This research was funded in part by a Farris Innovation Award  (Coifman),  Farris  Family  Foundation,  Kent State University.",No - could not access article other than through paywall,2.039,2.01,United States of America,Human,Empirical data - laboratory study
9/13/19,JK/TH,pnHYE,Article is not English language,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.128,1.018,Germany,Human,Empirical data - field study
9/13/19,JK/TH,kQmzh,Article is not English language,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spain
",Human,Empirical data - field study
9/13/19,JK/TH,DUvtS,There are no issues,1,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,Yes - the statement says that there was funding from a private organization(s),Funding for this manuscript was provided by the Annie E Casey Foundation,No - could not access article other than through paywall,0.801,0.801,United States of America,Human,Empirical data - survey/interview
9/13/19,JK/TH,dqCYH,There are no issues,0,0,0,0,0,0,0,Yes - the statement says that the materials (or some of the materials) are available,"""The experiments in this article earned Open Materials and Open
Data badges for transparent practices. The materials, data, and syntax
for the experiments are available at https://osf.io/dv7ab/.""","An online third party repository (e.g., OSF, Figshare, etc.)",Yes,Yes - the statement says that the data (or some of the data) are available,"""The experiments in this article earned Open Materials and Open
Data badges for transparent practices. The materials, data, and syntax
for the experiments are available at https://osf.io/dv7ab/.""","An online third party repository (e.g., OSF, Figshare, etc.)",Yes,Yes,Yes,Yes - the statement says that the analysis scripts (or some of the analysis scripts) are available,"""The experiments in this article earned Open Materials and Open
Data badges for transparent practices. The materials, data, and syntax
for the experiments are available at https://osf.io/dv7ab/.""","An online third party repository (e.g., OSF, Figshare, etc.)",Yes,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,No - there is no funding statement,none,No - could not access article other than through paywall,2.87,2.87,The Netherlands,Human,Empirical data - laboratory study
9/13/19,JK/TH,oBycr,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),Yes - the statement says that there is no conflict of interest,"The  author(s)  declared  no  potential  conflicts  of  interest  with  respect  to  the  research,  authorship,  and/or publication of this article.",NA,Yes - the statement says that no funding was provided,"The author(s) received no financial support for the research, authorship, and/or publication of this article.",No - could not access article other than through paywall,1.241,1.241,United States of America,Human,Empirical data - survey/interview
9/13/19,JK/TH,XbXeI,There are no issues,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No - there is no conflict of interest statement,none,NA,No - there is no funding statement,none,No - could not access article other than through paywall,0.857,0.419,Serbia,Neither,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, and reviews)"
9/13/19,JK/TH,kDMgE,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,Yes - the statement says that no funding was provided,"This research received no specific grant from any funding agency in the public, commercial, or not-for-profit sectors.",No - could not access article other than through paywall,1.697,1.16,United States of America,Human,Empirical data - survey/interview
9/13/19,JK/TH,asirP,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,No - there is no funding statement,none,No - could not access article other than through paywall,NA,NA,United Kingdom,Human,Empirical data - survey/interview
9/13/19,JK/TH,chbGq,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,Yes - the statement says that there was a pre-registration,"Trial Registration: Clinicaltrials.gov #NCT01233414
http://clinicaltrials.gov/show/NCT01233414",ClinicalTrials.gov,Yes,"Hypotheses, Methods",No,NA,There is no clear statement about whether the article reports a replication study (or studies),Yes - the statement says that there are one or more conflicts of interest,"Author (d) serves as a consultant for The Autism Foundation. Author (j) serves as a consultant for the following research organizations: Neuren, Coronado, Roche and Supurnus Pharmaceuticals. Additionally, author (j) receives royalties from Oxford and Guilford Press and receives research funds from The Marcus Foundation. Author (f) has received a research grant from The Autism Treatment Network (#UA3MC11054). Author (f) served as a consultant, served on the advisory board and participated in investigator training for: Cogstate, Inc., Confluence Pharmaceutica; Cogstate Clinical Trials, Ltd., Coronado Biosciences, Forest Research, Hoffman-La Roche, Lumos Pharma, Medavante, Inc., Novarti’s, Pfizer, Prophase LLC and Supernus Pharmaceuticals. Author (b) has received research grants from HRSA, NIH, NIMH, Autism Speaks, U.S. Department of Education, NIH/UCLA and AIR-B/HRSA. All other authors have declared that they have no conflict of interest.","Consultancy for foundations, charities, and/or NGOs; Authorship/editorship royalties; Research funding from industry; Research funding from foundations, charities, and/or NGOs; Served on industry advisory board; Research funding from government",Yes - the statement identifies funding sources but the private/public status is unclear,"This work was funded by the National Institute of Mental Health by the following grants: Yale University/Emory University MH081148 (principal investigator: L Scahill); University of Pittsburgh/University of Florida MH080965 (principal investigator: C Johnson); Ohio State University MH081105 (principal investigator: L Lecavalier); Indiana University MH081221 (principal investigator: N Swiezy); University of Rochester MH080906 (principal investigator: T Smith). The project described in this publication also was supported by MH079130 (principal investigator: D Sukhodolsky), the National Center for Advancing Translational Sciences of the National Institutes of Health under Award Numbers UL1 TR000454 (Emory University), UL1 TR000042 (University of Rochester), UL1 RR024139 (Yale University) and the Marcus Foundation.",Yes - found via Open Access Button,3.287,3.287,United States of America,Human,Empirical data - clinical trial
9/15/19,JK/TH,eBZgA,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,Yes - the statement says that there was funding from a public organization(s),"Michele Scaltritti’s work has been partially carried out within the Labex
BLRI (ANR-11-LABX-0036), and has benefited from support from the
French government, managed by the French National Agency for Research
(ANR), under the project title Investments of the Future AMIDEX (ANR-
11-IDEX-0001-02). This research was partially supported by NSF Grant
1349042 to Eduardo Navarrete and Francesca Peressotti.",No - could not access article other than through paywall,2.319,2.319,Italy,Human,Empirical data - laboratory study
9/13/19,JK/TH,ZdMIS,I cannot access the full text,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21,1,United States,Human,Empirical data - field study
9/13/19,JK/TH,rWpUi,There are no issues,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No - there is no conflict of interest statement,none,NA,No - there is no funding statement,none,No - could not access article other than through paywall,NA,NA,United States of America,Neither,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, and reviews)"
9/13/19,JK/TH,XsEkT,I cannot access the full text,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.222,0.222,Switzerland,Neither,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, and reviews)"
9/13/19,JK/TH,LDEUu,There are no issues,0,0,0,0,0,0,0,No - there is no materials availability statement,NA,NA,NA,No - there is no data availability statement,NA,NA,NA,NA,NA,No - there is no analysis script availability statement,NA,NA,NA,No - there is no pre-registration statement,NA,NA,NA,NA,No,NA,There is no clear statement about whether the article reports a replication study (or studies),No - there is no conflict of interest statement,none,NA,Yes - the statement says that no funding was provided,"This research received no specific grant from any funding agency in the public, commercial, or not-for-profit sectors.",No - could not access article other than through paywall,1.705,1.025,United Kingdom,Human,Empirical data - field study
