ID;Publication.Year;Author;Title;Abstract.Note;Publication.Title;DOI;Language;FirstA_continent;Access;Preprint;PreRegistered;OpenMaterial;OM_scale;OM_script;OM_other;OpenData;Source_OM
40;2022;"Lee, H.J.; Lee, D.H.; Jeon, H.J.; Lee, D.H.; Yook, V.; Jeon, J.Y.";Development and Validation of the Self-Rating Suicide Risk Screening Questionnaire;Since suicide is one of the major health problems worldwide, the goal of the present study is to develop a psychometrically sound suicide risk screening tool named Suicide Screening Questionnaire- Self-Rating (SSQ-SR) to quantify the risk of suicidal behavior. The development process includes item generation, item revision and refinement, and validation. A total sample of 2,238 adults in South Korea was used for analysis. The results of factor analysis showed that the SSQ-SR, containing 25 items, supported a three-factor model: “Situational factors,” “Negative self-perceptions and mental health factors,” and “Suicidal thoughts and behaviors.” Also, SSQ-SR showed satisfying internal consistency, concurrent validity and discriminant validity. Lastly, the results of ROC analysis showed a cut-off point of 33.5 for the low-risk group and 36.5 for the high-risk group. Considering these results, the current results demonstrate the SSQ-SR is a valid scale and therefore can contribute to future suicide-related studies and prevention. © The Author(s) 2022.;Omega (United States);10.1177/00302228221119029;English;4;1;0;0;0;;;;0;
42;2017;"Han, J.S.; Lee, E.-H.; Suh, T.; Hong, C.H.";Psychometric evaluation of the Korean version of the Suicidal Ideation Scale in mentally ill patients living in the community;Objective: The purpose of this study was to translate the Suicidal Ideation Scale (SIS) into Korean (SIS-K) and then evaluate its psychometric properties in mentally ill Korean patients living in the community. Methods: The SIS-K was translated into Korean using a translation and back-translation technique. A sample of 396 patients with mental disorders was recruited from regional mental health centres in Korea. Factorial-construct validity was tested using both exploratory factor analysis (EFA) and confirmatory factor analysis (CFA). The data were randomly split into two subsamples: one used for EFA to identify the underlying structure of the items, and the other used for CFA to test whether the underlying structure was supported by actual data. Convergent validity, known-groups validity and internal-consistency reliability were tested. Results: Exploratory factor analysis extracted nine items clustered into two subscales that accounted for 68.59% of the variance. One item (‘I feel there is no solution to my problems other than taking my own life’) was deleted. The structure of the two subscales was supported by CFA. The SIS-K score was moderately correlated with depression, and the scale demonstrated convergent validity. The SIS-K scores were significantly higher in patients who had attempted suicide, implying the presence of satisfactory known-groups validity. Cronbach's alpha of the total SIS-K was 0.91. Conclusions: The study has demonstrated the excellent psychometric properties of the SIS-K. The SIS-K is brief and easy to complete, and so it can be applied in both practice and research to patients with mental disorders. This cultural validation of the SIS-K will promote both domestic and international studies of suicidal ideation. © 2016 Nordic College of Caring Science;Scandinavian Journal of Caring Sciences;10.1111/scs.12332;English;4;1;0;0;0;;;;0;
45;2015;"Jia, C.-X.; Wang, X.-T.; Zhao, Z.-T.";Psychometric properties of the Suicidal Ideation Questionnaire among Chinese high school students;Objectives: To test the psychometric properties of the Suicidal Ideation Questionnaire (SIQ) among Chinese high school students. Methods: The reliability and validity of SIQ were analyzed with data of 505 high school students in Jinan, China. Results: The Cronbach's coefficient alpha of SIQ was above 0.95 and the Cronbach's coefficients alphas of SIQ when each item was deleted were relatively stable. The convergent validity analyses showed that there were statistically significant correlations between SIQ total scores and DSD total scores by gender. Exploratory factor analysis produced four factors of SIQ. Conclusion: The SIQ has a high level of reliability and validity and should be a reliable measure for suicide ideation in Chinese high school students. © 2014, Baywood Publishing Co., Inc.;Omega (United States);10.2190/OM.70.2.c;English;4;1;0;0;0;;;;0;
48;2016;"Madan, A.; Frueh, B.C.; Allen, J.G.; Ellis, T.E.; Rufino, K.A.; Oldham, J.M.; Fowler, J.C.";Psychometric reevaluation of the columbia-suicide severity rating scale: Findings from a prospective, inpatient cohort of severely mentally ill adults;"Objective: Accurate prediction of suicide remains elusive due to lack of predictive measures. Given the Columbia- Suicide Severity Rating Scale's (C-SSRS) emerging ""goldstandard"" status for risk assessment, studies are needed to assess its psychometric properties, particularly predictive validity. The current study adds to the limited literature by assessing the C-SSRS's internal consistency, factor structure, concurrent validity, and predictive validity. Methods: In this longitudinal study of 1,055 adults with DSM-IV diagnoses consecutively admitted to a specialized psychiatric hospital between July 1, 2012, and June 30, 2014, patients completed standardized assessments, including the C-SSRS, at admission and 2, 12, and 24 weeks postdischarge. Results: The C-SSRS evidenced excellent internal consistency (ordinal ? = .95). Principal components analysis (PCA) revealed a 2-factor solution, accounting for 65.3% of the variance across items. The severity of ideation and behavioral items loaded onto the first factor, and the intensity of ideation items loaded onto the second factor. The total score, factors, and the most severe ideation single item were moderately correlated with other measures of suicidality (0.27 ? r ? 0.58; P < .0001). The summary score from the ideation/behavior factor was found to be modestly correlated with any suicide-related behavior within the 6 months following hospitalization. Receiver operator characteristics indicated that the C-SSRS performed adequately in correctly classifying any suicide-related behavior within 6 months of discharge from the hospital (AUC = 0.757, P < .001) with the total score and summary score from the ideation/behavior factor providing the best balance between sensitivity (0.694) and specificity (0.652-0.674). Conclusions: This study is the first to assess the factor structure of the C-SSRS in a large, high-risk sample. The measure has solid psychometric properties and merits use as a suicide risk assessment measure. © Copyright 2016 Physicians Postgraduate Press, Inc.";Journal of Clinical Psychiatry;10.4088/JCP.15m10069;English;1;1;0;0;0;;;;0;
50;2011;"Innamorati, M.; Pompili, M.; Serafini, G.; Lester, D.; Erbuto, D.; Amore, M.; Tatarelli, R.; Girardi, P.";Psychometric properties of the suicidal history self-rating screening scale;The aim of this study was to develop a reliable self-report instrument (the Suicide History Self-Rating Screening Scale: SHSS) to identify individuals with a higher propensity for suicide in the near term. One hundred and twenty nine consecutive inpatients with mental illness completed the SHSS (a 16-item measure assessing death thoughts, suicidal ideation and behavior in the last 12 months and lifetime except in the last 12 months), the Mini International Neuropsychiatric Interview, the Beck Hopelessness Scale, and the Gotland Male Depression Scale. SHSS scores had high correlations with commonly used measures in the field of suicide risk assessment. The ROC curves indicated that the SHSS performed well in classifying cases based on their current suicide status (suicide attempt in the last 24-48 hours). The SHSS is a valid and reliable instrument for assessing suicide risk. © International Academy for Suicide Research.;Archives of Suicide Research;10.1080/13811118.2011.540471;English;3;1;0;0;1;1;0;0;0;in the manuscript/SM
62;2022;"Huen, J.M.Y.; Yip, P.S.F.; Osman, A.; Leung, A.N.M.";The Suicidal Behaviors Questionnaire-Revised (SBQ-R) and Its Chinese Version (C-SBQ-R): Further Validity Testing Using the Culture, Comprehension, and Translation Bias Procedure;"The Suicidal Behaviors Questionnaire-Revised (SBQ-R), a 4-item instrument for assessing and screening suicide-related thoughts and behaviors, has been translated into several different languages. In this study, we examined the psychometric properties of the SBQ-R and a new Chinese version of the instrument (C-SBQ-R) for college student samples. We used the culture, comprehension, and translation bias (CCT) procedure to examine the responses of independent Chinese college student samples who completed the C-SBQ-R (N1 = 298) and the SBQ-R (N2 = 292) and a U.S. college student sample (N3 = 320) who completed the SBQ-R.We found that the samples’ C-SBQ-R and SBQ-R scale scores showed acceptable internal consistency reliability estimates, factor structures, and concurrent validity estimates. Measurement invariance was established across groups differing in (a) language but not culture, (b) culture but not language, and (c) both language and culture. Receiver operating characteristic curve analysis results showed that the cutoff score of 7 was similar for both the C-SBQ-R and the SBQ-R in screening for suicide-related thoughts and behaviors. Our findings provided empirical support that the psychometric properties of the C-SBQ-R and the SBQ-R are similar; both could be used to assess the suicide-related thoughts and behaviors constructs. © 2022. American Psychological Association";Psychological Assessment;10.1037/pas0001134;English;4;1;0;0;1;0;0;1;0;in the manuscript/SM
76;2020;"Batterham, P.J.; Poyser, C.; Gulliver, A.; Banfield, M.; Calear, A.L.";Development and psychometric properties of the Functioning and Recovery Scale: a new measure to assess psychosocial functioning after a suicide attempt;"Objective: Few measures have been developed to assess the efficacy of community-based suicide prevention and recovery services. The current study aimed to develop a scale to provide accurate assessment and monitoring of functional recovery for people following a recent suicide attempt at The Way Back Support Service in Australia. Method: The study was conducted in multiple iterative stages: (1) literature review to identify existing scales; (2) structured informant interview with people with lived experience of a suicide attempt; (3) expert survey of researchers, clinicians, and people with lived experience on relevance and acceptability of candidate items; and (4) quantitative survey of the pilot scale to assess psychometric properties. Results: An 11-item scale assessing recovery in people who have recently attempted suicide was demonstrated to be a unidimensional measure with sound psychometric properties (? = 0.94). The scale was highly acceptable to researchers, clinicians, and people with lived experience. A short-form 6-item scale was also developed. Conclusions: The Functioning and Recovery Scale is likely to be useful for evaluating suicide prevention programs. No existing scale captures the broad construct of psychosocial functioning with sound psychometric rigor and the involvement of people with lived experience of suicide attempt. © 2020 The American Association of Suicidology";Suicide and Life-Threatening Behavior;10.1111/sltb.12656;English;6;1;0;0;1;1;0;0;0;in the manuscript/SM
78;2020;"Bryan, C.J.; Rozek, D.C.; Khazem, L.R.";Prospective Validity of the Suicide Cognitions Scale among Acutely Suicidal Military Personnel Seeking Unscheduled Psychiatric Intervention;Background and Aim: The Suicide Cognitions Scale (SCS) was developed to assess a broad range of suicide-related cognitions. Research to date supports the scale's factor structure, internal consistency, and construct validity. The present study tested the scale's prospective validity for suicide attempts among 97 military personnel presenting to an emergency department or psychiatric outpatient clinic for an unscheduled walk-in evaluation. Method: Cox regression and receiver operator characteristic analyses were conducted to test the prospective validity of the SCS. Results: Results supported the prospective validity of the SCS (area under the curve [AUC] = 0.69) and indicate the scale's performance is comparable to an empirically supported measure of suicide ideation (AUC = 0.75). The SCS performance was not reduced by removing items containing the word suicide. Limitations: Homogeneous sample comprised of US soldiers, predominantly male, with recent suicidal ideation. Conclusion: Results support the SCS as an indicator of subsequent risk for suicidal behavior when used in acute care settings, and suggest the scale's performance is similar to more traditional suicide risk screening methods that depend on honest self-disclosure of suicidal thoughts. © 2019 Hogrefe Publishing.;Crisis;10.1027/0227-5910/a000639;English;1;1;0;0;0;;;;0;
86;2019;"Matarazzo, B.B.; Brown, G.K.; Stanley, B.; Forster, J.E.; Billera, M.; Currier, G.W.; Ghahramanlou-Holloway, M.; Brenner, L.A.";Predictive Validity of the Columbia-Suicide Severity Rating Scale among a Cohort of At-risk Veterans;Objective: To examine the psychometric properties of the Columbia- Suicide Severity Rating Scale (C-SSRS) among a cohort of veterans identified to be at risk for suicide. Method: Convergent, divergent, and predictive validity of the C-SSRS were examined using secondary data from a study of veterans who presented to the psychiatric emergency room (n = 237). Data were collected 1 week, 1 month, 3 months, and 6 months following emergency room discharge. Results: Results demonstrated good evidence for convergent and divergent validity. Baseline intensity subscale scores predicted actual and interrupted attempts, and any behavior for all available data and for the subsample who had 6-month follow-up data, and also predicted preparatory behavior in the full sample. Baseline severity subscale scores predicted preparatory behavior and any behavior for the full sample and for those with 6 months of follow-up, and actual attempts for the full sample. Severity of ideation cutoff scores was significantly associated with actual attempts and any behavior in both samples. Adding a prior behavior criterion demonstrated similar results. Conclusions: Findings suggest that the C-SSRS is a psychometrically sound measure that can be used to augment suicide risk assessment with veterans who are already identified to be at risk for suicide. © 2018 The American Association of Suicidology;Suicide and Life-Threatening Behavior;10.1111/sltb.12515;English;1;1;0;0;0;;;;0;
88;2019;"Yusuf, N.R.; Sabarinah; Thabrany, H.";Development of a risk-factors questionnaire to assess suicidal ideation among high school students of DKI Jakarta Province, Indonesia;"Background: Globally, suicide is a cause of premature death among young people. A survey done in Indonesia’s students revealed that suicidal thought was experienced by around 5%. In Jakarta, a 2015 preliminary study found a higher figure of 18.6% of high school student experienced suicidal ideation. This demonstrated an urgent need for intervention in the prevention and progression from suicidal ideation to suicide attempts. Therefore, this study aims to develop an instrument, named as The Risk Factors of Suicidal Ideation, for early detection of risk factors of suicidal thought in students. Method: This cross-sectional study was conducted in 2018 in Jakarta Province. A research-based, self-administered questionnaire was developed to assess the risk of suicide in high-school students. The study sample comprised 910 students from 10 high schools; the schools were chosen through stratified random sampling. Some statistical analysis was used to show the validity and reliability of this instrument. Results: This study produced a Risk Factors of Suicidal Ideation (RFSI) questionnaire consisting of 14 items incorporating four dimensions: belongingness, loneliness, hopelessness, and burdensomeness. The questionnaire achieved an 88.2% Cronbach’s alpha rating, indicating high reliability. Meanwhile, the instrument’s construct validity ranked high by Kaiser-Meyer-Olkin test (.812), and a Bartlett test score of <0.0001 confirmed the integrity of its factor analysis. Conclusion: The questionnaire is reliable and valid in assessing the risk factors of suicidal ideation among high-school students of Jakarta Province. Screening as part of an intervention strategy for suicide prevention can have an important role in decreasing suicidal ideation. © 2019, Indian Journal of Public Health Research and Development. All rights reserved.";Indian Journal of Public Health Research and Development;10.5958/0976-5506.2019.02174.0;English;4;1;0;0;0;;;;0;
101;2017;"Gibbons, R.D.; Kupfer, D.; Frank, E.; Moore, T.; Beiser, D.G.; Boudreaux, E.D.";Development of a computerized adaptive test suicide scale—The CAT-SS;"Objective: Current suicide risk screening and measurement are inefficient, have limited measurement precision, and focus entirely on suicide-related items. For this study, a psychometric harmonization between related suicide, depression, and anxiety symptom domains that provides a more balanced and complete spectrum of suicidal symptomatology was developed. The objective of this article is to describe the results of the early stages of computerized adaptive testing development for a suicide scale and pave the way for the final stage of validation. Methods: Data from psychiatric outpatients at the University of Pittsburgh and a community health clinic were collected from January 2010 through June 2012. 789 participants were enrolled in the calibration phase; 70% were female, and 30% were male. The rate of major depressive disorder as diagnosed by DSM-5 was 47%. The item bank contained 1,008 items related to depression, anxiety, and mania, including 11 suicide items. Data were analyzed using a bifactor model to identify a core dimension between suicidal ideation, depression, anxiety, and mania items. A computerized adaptive test was developed via simulation from the actual complete item responses in 308 subjects. Results: 111 items were identified that provided an extension of suicidality assessment to include statistically related responses from depression and anxiety domains that are syndromally associated with suicidality. All items had high loadings on the primary suicide dimension (average = 0.67; range, 0.49–0.88). Analyses revealed that a mean of 10 items (5–20) had a correlation of 0.96 with the 111-item scale, with a precision of 5 points on a 100-point scale metric. Preliminary validation data based on 290 clinician interviews revealed a 52-fold increase in the likelihood of current suicidal ideation across the range of the Computerized Adaptive Test Suicide Scale (CAT-SS). Conclusions: The CAT-SS is able to accurately measure the latent suicide dimension with a mean of 10 items in approximately 2 minutes. Further validation against an independent clinician-administered assessment of suicide risk (ideation and attempts) and prediction of suicidal behavior is underway. © Copyright 2017 Physicians Postgraduate Press, Inc.";Journal of Clinical Psychiatry;10.4088/JCP.16m10922;English;1;1;0;0;1;0;0;1;0;in the manuscript/SM
105;2017;"Conway, P.M.; Erlangsen, A.; Teasdale, T.W.; Jakobsen, I.S.; Larsen, K.J.";Predictive Validity of the Columbia-Suicide Severity Rating Scale for Short-Term Suicidal Behavior: A Danish Study of Adolescents at a High Risk of Suicide;"Using the Columbia-Suicide Severity Rating Scale (C-SSRS), we examined the predictive and incremental predictive validity of past-month suicidal behavior and ideation for short-term suicidal behavior among adolescents at high risk of suicide. The study was conducted in 2014 on a sample of 85 adolescents (90.6% females) who participated at follow-up (85.9%) out of the 99 (49.7%) baseline respondents. All adolescents were recruited from a specialized suicide-prevention clinic in Denmark. Through multivariate logistic regression analyses, we examined whether baseline suicidal behavior predicted subsequent suicidal behavior (actual attempts and suicidal behavior of any type, including preparatory acts, aborted, interrupted and actual attempts; mean follow-up of 80.8 days, SD = 52.4). Furthermore, we examined whether suicidal ideation severity and intensity incrementally predicted suicidal behavior at follow-up over and above suicidal behavior at baseline. Actual suicide attempts at baseline strongly predicted suicide attempts at follow-up. Baseline suicidal ideation severity and intensity did not significantly predict future actual attempts over and above baseline attempts. The suicidal ideation intensity items deterrents and duration were significant predictors of subsequent actual attempts after adjustment for baseline suicide attempts and suicidal behavior of any type, respectively. Suicidal ideation severity and intensity, and the intensity items frequency, duration and deterrents, all significantly predicted any type of suicidal behavior at follow-up, also after adjusting for baseline suicidal behavior. The present study points to an incremental predictive validity of the C-SSRS suicidal ideation scales for short-term suicidal behavior of any type among high-risk adolescents. © 2017, Copyright © International Academy for Suicide Research.";Archives of Suicide Research;10.1080/13811118.2016.1222318;English;3;1;0;0;1;1;0;0;0;repositorio institucional
117;2016;"Chang, E.C.; Chang, O.D.";Development of the Frequency of Suicidal Ideation Inventory: Evidence for the Validity and Reliability of a Brief Measure of Suicidal Ideation Frequency in a College Student Population;The present research focused on the development of a brief measure of suicidal ideation frequency, namely, the Frequency of Suicidal Ideation Inventory (FSII). Study 1 examined the latent structure of the FSII in a sample of 399 US college students. Results of exploratory factor analysis indicated a one-factor solution accounting for 86.96 % of the variance. Study 2 provided support for the internal reliability of the FSII across four different international samples (viz., US, Turkey, Hungary, and China). Within the US sample, the FSII was found to possess good 6-week test–retest reliability. Moreover, an examination of the associations between the FSII and important measures of suicide risk factors (e.g., suicidal behaviors) and suicide protective factors (e.g., flourishing) provided support for the construct validity of our new measure in an independent sample of 143 US college students. In addition, we found preliminary evidence supporting the FSII as a useful measure of the likelihood of making a future suicide attempt and evidence for the utility of the FSII over established measures of suicide risk in predicting depressive symptoms. Overall, the present findings provide promising evidence for the validity and reliability of the FSII as a brief measure of SI frequency in adults. © 2016, Springer Science+Business Media New York.;Cognitive Therapy and Research;10.1007/s10608-016-9758-0;English;1;1;0;0;0;;;;0;
141;2012;"Roaldset, J.O.; Linaker, O.M.; Bjørkly, S.";Predictive Validity of the MINI Suicidal Scale for Self-Harm in Acute Psychiatry: A Prospective Study of the First Year after Discharge;The aim of the study was to explore the predictive validity of the Suicidal Scale of the Mini-International Neuropsychiatric Interview as a screen for suicidal behavior and non-suicidal self-injury following discharge from an acute psychiatric ward. Using a prospective, naturalistic design, the patients were screened with the Suicidal Scale when discharged (n = 307). At 12 months post-discharge, the Suicidal Scale was a significant predictor of suicidal behavior (n = 48) and suicidal behavior+non-suicidal self-injury (n = 49) but not for non-suicidal self-injury (n = 15). For patients without any known previous suicide attempts (n = 180), the Suicidal Scale was a significant predictor of suicidal behavior (n = 21) and suicidal behavior+non-suicidal self-injury (n = 11). Further research is needed to determine the overall utility of the routine screening of self-harm. © 2012 Copyright International Academy for Suicide Research.;Archives of Suicide Research;10.1080/13811118.2013.722052;English;3;1;0;0;1;1;0;0;0;in the manuscript/SM
149;2010;"Naud, H.; Daigle, M.S.";Predictive validity of the suicide probability scale in a male inmate population;This paper describes the predictive power of the Suicide Probability Scale (SPS) within a male inmate population. The SPS scores of 1,047 inmates from 1995 to 1996 were compared against their suicidal behaviors in the following 10 years. The SPS probability score and the scores on its four subscales were found to be significantly higher in the group that engaged in at least one of three types of suicidal behavior: suicide, non-lethal self-harm and serious suicidal intentions. However, the SPS did not discriminate the inmates who went on to commit suicide. The SPS's capacity to predict suicidal behavior proved limited in terms of sensitivity. In this regard, the SPS's low and high risk levels correctly identified 36% of inmates who later engaged in suicidal behavior. The specificity was 0.85. These results confirm the SPS's predictive power with male prisoners. These findings are the first to demonstrate the predictive validity of the SPS. © 2009 Springer Science+Business Media, LLC.;Journal of Psychopathology and Behavioral Assessment;10.1007/s10862-009-9159-8;English;1;1;0;0;0;;;;0;
